StationCode,RT_RO_Other,DATE,MONTH,YEAR,PERIOD,LAT,LON,SC_COUNTY,StationDepth_m,CHANNEL_WIDTH_m,CHANNEL_WIDTH_log,YSIb_DO_mgL,Logger_DO_min,Logger_DO_mean,Logger_DO_max,Logger_DO_range,YSIb_Salinity,Logger_Salin_min,Logger_Salin_mean,Logger_Salin_max,Logger_Salin_range,YSIb_Temp,Logger_Temp_min,Logger_Temp_mean,Logger_Temp_max,Logger_Temp_range,Logger_pH_min,Logger_pH_mean,Logger_pH_max,Logger_pH_range,TOC_Water_DHEC,Chl_a_DHEC,SecchiDepth_m,TOC_sediment,SiltClay,Entero_DHEC,LOG_ENTERO,FecalColiform_DHEC,LOG_FC,Met_Total,PAH_Total,PCB_Total,DDT_Total,PBDE_Total,ERMQ_DDT_tot,ERMQ_met,ERMQ_PAH_13,ERMQ_PAH_tot,ERMQ_PCB_tot,ERMQ_ALL,trawl_SP_RICH,trawl_ABUNDANCE,trawl_SIMPSON_INDEX,benth_SP_RICH,benth_ABUNDANCE,benth_SIMPSON_INDEX,BIBI,AMBI,MAMBI,benth_SENSC_ABUND,benth_SENSC_relABUND,benth_TCSENS_ABUND,benth_TCSENS_relABUND
RT07048,TidalCreek,7/31/07,7,2007,1999-2008,33.0533,-79.43705,Charleston,1.5,58,4.060443011,4.15,3.02,4.15,6.03,3.01,34.6,33.68,34.63,35.4,1.72,28.2,28.22,28.81,29.79,1.57,7.26,7.42,7.84,0.58,4.699999809,11.4,0.3,1.360000014,38.92900085,0,0,2,0.301029996,108.8702011,1.307000041,0.162,0,0,0,0.0614,4.79E-05,0.000598924,0.0009,0.02053243,15,64,0.778808594,32,182,0.869356946,4,2.723,0.515678245,36,19.78,49,26.92
RO07328,OpenWater,7/31/07,7,2007,1999-2008,33.07887,-79.45346,Charleston,2.7,267,5.587248658,4.05,3.26,4.13,5.87,2.61,34.5,31.17,33.83,35.06,3.89,28.6,27.81,28.46,29.21,1.4,7.34,7.5,7.89,0.55,4.400000095,8.66,0.4,0.525000006,19.4810009,0,0,0,0,62.88190079,0,0.167999998,0,0,0,0.0335,0,0.000348723,0.000933333,0.01121923,18,163,0.735368286,41,676,0.753905835,4.5,3.661,0.44785946,108,15.98,323,47.78
RT07065,TidalCreek,8/1/07,8,2007,1999-2008,33.19928,-79.32259,Georgetown,2.1,29,3.36729583,3.03,3.41,4.67,6.31,2.9,18.2,6.92,13.18,19.07,12.15,28.7,29.72,31.03,31.86,2.14,6.91,7.09,7.26,0.35,8.199999809,17.5,0.3,4.974999905,83.33399963,0,0,32,1.505149978,204.2647552,94.63000488,0.675999999,1.100000024,0,0.02386117,0.1134,0.002377162,0.01838565,0.003755555,0.04194912,13,85,0.470311419,6,20,0.775,2,3.25,0.251694777,0,0,11,55
RO07332,OpenWater,8/1/07,8,2007,1999-2008,33.27713,-79.25555,Georgetown,1.5,1737,7.459914766,5,4.95,5.6,6.72,1.77,26.6,19.97,24.74,31.09,11.12,29,28.7,29.13,29.65,0.95,7.57,7.74,7.88,0.31,5.300000191,41.8,0.5,0.09,4.536300182,0,0,2,0.301029996,20.03819084,0.847000003,0.128000006,0,0,0,0.0131,3.10E-05,0.000330126,0.000711111,0.004420513,,,,20,761,0.410910585,2.5,4.262,0.250945438,3,0.39,596,78.32
RO07333,OpenWater,8/8/07,8,2007,1999-2008,33.85688,-78.56597,Horry,1.2,465,6.142037406,,4.87,5.94,6.82,1.95,,27.55,32.45,36.99,9.44,,29.92,30.85,31.44,1.52,7.67,7.91,8.07,0.4,5.199999809,14.5,0.8,0.059999999,1.707499981,0,0,21,1.322219295,17.90728951,0,0,0,0,0,0.0102,0,0,0,0.003383895,3,14,0.43877551,10,73,0.570216049,3.5,0.592,0.453966269,50,68.49,0,0
RT07049,TidalCreek,8/8/07,8,2007,1999-2008,33.56065,-79.02277,Georgetown,2.7,103,4.634728988,3.55,3.22,4.65,6.86,3.64,36.9,36.29,36.77,37.26,0.97,31.2,30.25,31.31,31.99,1.74,7.62,7.81,8.06,0.44,3.400000095,9.76,0.8,0.074999999,0.971000016,0,0,23,1.361727836,10.00545025,0,0,0,0,0,0.0063,0,0,0,0.0020866,4,17,0.214532872,24,91,0.907861369,4,1.295,0.553262229,48,52.75,0,0
RT07058,TidalCreek,8/14/07,8,2007,1999-2008,32.43567,-80.6494,Beaufort,2.7,183,5.209486153,5.57,3.9,5.33,6.88,2.98,34,34.06,34.31,34.61,0.55,32.4,31.1,31.8,33.22,2.12,7.43,7.56,7.63,0.2,3.200000048,9.73,0.9,0.875,36.68899918,0,0,5,0.698970004,112.8722992,43.59000015,0.203999996,0,0,0,0.0582,0.001106959,0.001566574,0.001133333,0.02004703,8,62,0.209157128,12,92,0.818289225,3.5,2.707,0.39119511,27,29.35,21,22.83
RO07338,OpenWater,8/14/07,8,2007,1999-2008,32.39534,-80.67429,Beaufort,7,700,6.551080335,5.19,4.62,5.57,6.46,1.84,34.5,34.48,34.57,34.79,0.31,31.5,30.72,31.29,32.2,1.48,7.57,7.67,7.77,0.2,2.799999952,12.6,0.8,0.07,0.671199977,0,0,0,0,58.74092102,0,0.122000001,0,0,0,0.0591,0,0,0.000677778,0.01972349,18,24,0.920138889,58,472,0.907592975,4.5,2.341,,151,31.99,88,18.64
RO07342,OpenWater,8/14/07,8,2007,1999-2008,32.34495,-80.47016,Beaufort,6.1,599,6.395261598,4.54,4.26,5.59,7.75,3.49,35.5,30.61,31.99,35.12,4.51,30.6,30.15,30.74,31.74,1.59,7.51,7.73,7.96,0.45,2.599999905,7.75,0.9,0.229999997,5.566299915,0,0,0,0,21.03894997,6.339000225,0,0,0,0,0.0142,0.000232198,0.000141521,0,0.004858064,9,37,0.620891161,36,1254,0.691134383,4.5,3.002,,319,25.44,115,9.17
RT07042,TidalCreek,8/14/07,8,2007,1999-2008,32.45567,-80.69588,Beaufort,2.4,284,5.648974238,5.16,3.91,5.24,7.24,3.33,33.6,34.29,34.59,34.87,0.58,32.2,31.35,32.07,33.43,2.08,7.37,7.48,7.59,0.22,3.5,9.89,0.7,0.059999999,2.639400005,0,0,13,1.113943352,20.21858406,1.18599999,0.130999997,0,0,0,0.0104,4.34E-05,2.65E-05,0.000727778,0.003527961,4,118,0.049841999,10,133,0.703714173,3,2.455,0.372911702,3,2.26,52,39.1
RT07062,TidalCreek,8/15/07,8,2007,1999-2008,32.54144,-80.64095,Beaufort,2.4,67,4.204692619,4.21,2.96,4.07,6.11,3.15,30.8,29.27,30.71,32.04,2.77,32.6,30.78,31.6,33.28,2.5,7.22,7.31,7.46,0.24,5.900000095,6.93,0.5,2.039999962,43.88199997,41,1.612783857,11,1.041392685,112.3295975,330.0029907,0.344500005,0,0,0,0.0663,0.02073587,0.00949328,0.001913889,0.03340694,8,23,0.438563327,46,468,0.851523919,4,2.509,0.595316801,55,11.75,154,32.91
RO07330,OpenWater,8/15/07,8,2007,1999-2008,32.57199,-80.6593,Beaufort,5.8,339,5.826000107,3.16,2.58,3.69,5.05,2.47,30.1,20.91,28.29,31.47,10.56,31.4,25.05,31.79,38.91,13.86,7.11,7.22,7.32,0.21,6.800000191,7.94,0.7,0.285000004,24.21899986,20,1.301029996,2,0.301029996,66.53813934,1.633999944,0,0,0,0,0.0323,5.99E-05,3.65E-05,0,0.01080898,14,160,0.381796875,15,108,0.824759945,3,2.208,0.447893849,3,2.78,31,28.7
RO07335,OpenWater,8/15/07,8,2007,1999-2008,32.49537,-80.51309,Beaufort,3.7,2386,7.777373603,4.43,4.55,6.24,9.05,4.5,32.5,0,21.13,33.11,33.11,31.5,22.63,28.85,31.65,9.02,6.63,7.52,7.72,1.09,4.800000191,6.6,0.8,0.214999996,7.698999882,10,1,8,0.903089987,28.31163979,55.17399979,0,0,0,0,0.0167,0.00327241,0.002064744,0,0.007330823,6,16,0.625,22,197,0.875253581,4,2.021,0.522642854,26,13.2,12,6.09
RT08084,TidalCreek,7/15/08,7,2008,1999-2008,32.67597,-79.93475,Charleston,0.9,81,4.394449155,3.22,2.58,3.65,4.6,2.02,36.5,35.51,35.76,36.43,0.92,29.1,28.32,29.09,29.98,1.66,7.35,7.53,7.78,0.43,9.699999809,9.31,0.4,1.125,47.01300049,,,4,0.602059991,117.8296509,124.8270035,0,0,0,0,0.0613,0.00827652,0.004954233,0,0.02491535,18,183,0.654782167,44,895,0.754504006,4,0.834,0.627071099,40,4.47,9,1.01
RT08079,TidalCreek,7/15/08,7,2008,1999-2008,32.71206,-80.17069,Charleston,2.1,163,5.093750201,3.83,3.45,4.19,5.2,1.75,31.1,29.89,30.74,31.5,1.61,29.1,28.54,29,29.52,0.98,7.35,7.43,7.53,0.18,4,5.94,0.5,2.620000005,37.70600128,,,14,1.146128036,95.67365265,100.7020035,0,0.77700001,0,0.01685466,0.0506,0.006556617,0.00440918,0,0.02230328,12,59,0.631427751,21,181,0.874753086,4,2.224,0.510042326,40,22.1,24,13.26
RO08343,OpenWater,7/15/08,7,2008,1999-2008,32.60279,-80.23824,Charleston,12.8,1124,7.02464903,5.4,4.57,5.28,6.54,1.97,33.9,32.1,33.72,35.47,3.37,28.9,28.32,28.99,29.43,1.11,7.63,7.8,8.03,0.4,2.700000048,9.81,0.8,0.234999999,4.964600086,,,0,0,30.3835907,15.83600044,0,0,0,0,0.0178,0.000953187,0.000961511,0,0.006452958,7,8,0.5625,21,217,0.762308004,3,2.306,0.442242721,19,8.76,2,0.92
RO08347,OpenWater,7/15/08,7,2008,1999-2008,32.64468,-79.97774,Charleston,4.9,613,6.418364936,5.39,4.67,5.99,6.82,2.15,36.4,34.4,35.06,35.92,1.52,28.8,28.6,29.13,29.77,1.17,7.85,8.02,8.1,0.25,4.099999905,4.76,0.7,0.039999999,2.997600079,,,4,0.602059991,24.01590157,3.845999956,0,0,0,0,0.0138,0.000173972,0.000158019,0,0.004696429,4,4,0.75,18,130,0.632173547,3.5,0.244,0.524514885,103,79.23,0,0
RT08068,TidalCreek,7/16/08,7,2008,1999-2008,32.77221,-80.00732,Charleston,1.5,34,3.526360525,2.86,2.86,4.41,5.68,2.82,28.2,27.71,28.41,28.98,1.27,28.4,28.11,29.12,30.21,2.1,7.26,7.45,7.63,0.37,5.400000095,17.76,1,0.325000003,13.43700027,,,50,1.698970004,72.1581955,521.3510132,0,0,0,0,0.0356,0.02905627,0.01774922,0,0.02762185,10,16,0.859375,8,177,0.410099269,2,3.881,0.225733138,11,6.21,146,82.49
RO08356,OpenWater,7/16/08,7,2008,1999-2008,32.85873,-79.72179,Charleston,4.3,207,5.332718793,4.8,4.24,5.24,6.92,2.68,36.8,35.95,36.28,36.57,0.62,28.2,27.78,28.46,29.16,1.38,7.59,7.79,8.03,0.44,2.299999952,4.07,0.7,0.029999999,4.708600044,,,4,0.602059991,133.0753937,40.08300018,0,0,0,0,0.0721,0.002502823,0.001722339,0,0.0253845,25,176,0.785511364,26,168,0.922685845,3.5,3.038,0.510248345,4,2.38,3,1.79
RO08352,OpenWater,7/16/08,7,2008,1999-2008,32.86133,-79.95544,Berkeley,9.8,541,6.293419279,4.66,4.79,5.21,5.73,0.94,22,20.6,24.91,29.44,8.84,28.9,28.83,28.96,29.15,0.32,7.02,7.52,7.91,0.89,3.599999905,3.73,3,1.764999986,54.26100159,,,23,1.361727836,97.22789764,168.5200043,0,0,0,0,0.046,0.009028642,0.00559774,0,0.02020776,,,,17,87,0.716607214,3,3.852,0.331469582,2,2.3,27,31.03
RT08088,TidalCreek,7/16/08,7,2008,1999-2008,32.84457,-79.75466,Charleston,3,89,4.48863637,3.58,4.6,5.7,7.11,2.51,35.2,34.44,35.41,36.31,1.87,28.2,28.01,28.5,29.15,1.14,7.56,7.8,8.1,0.54,2.900000095,4.1,0.5,0.805000007,10.64099979,,,8,0.903089987,59.74079895,13.50699997,0,0,0,0,0.0318,0.000879916,0.00062145,0,0.01107023,21,102,0.881199539,69,1313,0.930229241,4.5,2.571,,43,3.27,19,1.45
RT08076,TidalCreek,7/16/08,7,2008,1999-2008,32.92635,-79.76603,Charleston,1.5,57,4.043051268,4.32,3.56,4.5,5.68,2.12,19.8,18.51,21.02,22.62,4.11,28.4,28.03,28.81,29.68,1.65,7.04,7.26,7.56,0.52,8.199999809,11.17,0.7,0.234999992,6.702000141,,,75,1.875061263,48.01498032,16.39999962,0,0,0,0,0.026,0.000999581,0.000585841,0,0.009195847,1,1,0,26,143,0.906590525,3.5,2.045,,11,7.69,7,4.9
RO08348,OpenWater,7/22/08,7,2008,1999-2008,33.31995,-79.28568,Georgetown,7.6,1945,7.573017256,5.02,4.97,6.45,9.15,4.18,21.3,8.76,13.31,16.98,8.22,29,23.3,23.82,25.02,1.72,7.19,7.54,7.89,0.7,5.800000191,17.87,0.4,4.939999819,93.4469986,,,84,1.924279286,210.3704987,83.05200195,0,0,0,0,0.1199,0.004406074,0.005463744,0,0.04234794,6,11,0.710743802,12,1259,0.197828766,3,4.317,0.191879629,1,0.08,20,1.59
RT08081,TidalCreek,7/22/08,7,2008,1999-2008,33.32506,-79.19624,Georgetown,2.1,55,4.007333185,5.73,2.77,4.67,6.53,3.76,36.4,34.95,37.12,40.76,5.81,30.4,23.83,30.32,34.68,10.85,7.43,7.68,7.97,0.54,5.5,7.26,0.6,2.205000043,27.8409996,,,4,0.602059991,98.37439728,28.12800026,0,0,0,0,0.0575,0.001799149,0.00132796,0,0.02013898,7,30,0.631111111,43,327,0.922111275,4.5,3.125,0.536499662,100,30.58,118,36.09
RT08069,TidalCreek,7/22/08,7,2008,1999-2008,33.85659,-78.57144,Horry,1.5,147,4.990432587,4.91,3.17,5.74,7.73,4.56,31.3,24.05,30.54,34.19,10.14,29,28.17,29.79,32.71,4.54,7.64,7.97,8.23,0.59,5.900000095,25.68,0.6,0.090000004,2.774300098,,,4,0.602059991,26.68590927,14.4289999,0,0,0,0,0.015,0.000852755,0.000533131,0,0.005454457,1,1,0,55,787,0.595448164,4,3.546,0.491202707,36,4.57,460,58.45
RO08344,OpenWater,7/23/08,7,2008,1999-2008,33.14682,-79.32433,Charleston,0.9,111,4.709530201,5.07,4.98,6.14,7.44,2.46,19.2,16.17,21.76,27.96,11.79,29.3,28.78,29.45,30,1.22,7.52,7.65,7.82,0.3,8.800000191,21.04,0.6,0.525000006,10.2510004,,,23,1.361727836,52.65822983,10.92100048,0,0,0,0,0.0289,0.000643814,0.001059698,0,0.009972993,6,9,0.790123457,27,894,0.751912081,3.5,3.897,,75,8.39,365,40.83
RT08080,TidalCreek,7/23/08,7,2008,1999-2008,33.04242,-79.53744,Charleston,2.7,60,4.094344562,4.55,4.34,5.67,6.41,2.07,35.6,34.28,35.7,36.39,2.11,29.5,28.85,29.72,31,2.15,7.5,7.75,7.89,0.39,6.900000095,17.57,0.6,0.290000007,7.778100014,,,0,0,29.53816986,8.31099987,0,0,0,0,0.0214,0.000514151,0.000458252,0,0.007411614,9,27,0.609053498,57,954,0.897690245,5,3.159,,136,14.26,177,18.55
RO08351,OpenWater,7/29/08,7,2008,1999-2008,32.44736,-80.46911,Beaufort,7.6,6566,8.789660098,4.13,4.44,5.55,6.82,2.38,33.5,33.99,35.05,36.09,2.1,30.1,29.21,30,30.52,1.31,7.4,7.6,7.82,0.42,5.400000095,9.23,0.9,0.269999996,6.986499786,,,0,0,58.54613876,10.6079998,0.123999998,0,0,0,0.035,0.000514639,0.000480153,0.000688889,0.01195918,6,27,0.765432099,49,1267,0.845660578,5,2.622,,288,22.73,129,10.18
RO08355,OpenWater,7/29/08,7,2008,1999-2008,32.489,-80.35242,Colleton,2.1,2475,7.813995675,5.2,5.46,6,6.66,1.2,35.2,34.82,35.82,36.56,1.74,29.6,28.96,29.58,30.27,1.31,7.81,7.94,8.05,0.24,4.599999905,15.81,0.5,0.175000004,6.637800217,,,4,0.602059991,29.09678078,4.956999779,0.119999997,0,0,0,0.0164,0.000239758,0.000285542,0.000666667,0.005614951,7,102,0.264705882,82,1619,0.908227873,4.5,3.042,,150,9.26,309,19.09
RT08067,TidalCreek,7/29/08,7,2008,1999-2008,32.59093,-80.53897,Colleton,4.6,150,5.010635294,2.44,0.06,2.65,4.18,4.12,29.8,14.42,26.57,32.32,17.9,30.3,29.87,30.43,31.12,1.25,7.03,7.12,7.3,0.27,12,4.51,0.5,0.099999998,3.328299999,,,26,1.414973348,27.47515869,6.732999802,0,0,0,0,0.0135,0.000281671,0.000361739,0,0.004639447,2,5,0.32,26,643,0.857797934,4.5,2.074,0.528006951,92,14.31,160,24.88
RT08082,TidalCreek,7/30/08,7,2008,1999-2008,32.34723,-80.64032,Beaufort,1.5,18,2.890371758,4.07,4.64,5.38,6.38,1.74,33.4,34.92,35.12,35.6,0.68,29,29.46,29.84,30.28,0.82,7.51,7.66,7.87,0.36,5,7.98,0.4,0.314999998,26.29199982,95,1.977723605,220,2.342422681,67.66870117,15.52900028,0.137999997,1.070000052,0,0.02321041,0.0336,0.001030637,0.000733412,0.000766667,0.01440271,2,2,0.5,22,140,0.831442974,3.5,3.034,0.42159821,5,3.57,48,34.29
RT08078,TidalCreek,7/30/08,7,2008,1999-2008,32.41861,-80.59789,Beaufort,4,173,5.153291594,3.61,3.56,4.28,5.63,2.07,33.5,33.89,34.17,34.43,0.54,29.5,29.49,30.04,30.63,1.14,7.31,7.42,7.52,0.21,6.699999809,5.56,0.6,0.655000001,22.47599983,0,0,2,0.301029996,71.7181015,24.45599937,0.143999994,0,0,0,0.0366,0.001586956,0.001066731,0.0008,0.01309041,18,64,0.764160156,59,1144,0.92501669,5,1.923,,226,19.76,104,9.09
RO08346,OpenWater,7/30/08,7,2008,1999-2008,32.45678,-80.58123,Beaufort,2.7,132,4.882801923,3.66,4.12,5.12,6.57,2.45,33.5,32.81,33.3,34.26,1.45,29.4,29.29,29.85,30.57,1.28,7.31,7.48,7.73,0.42,6.199999809,5.72,0.7,0.344999999,16.11800003,0,0,2,0.301029996,58.36326981,23.37400055,0.145999998,0,0,0,0.029,0.002010177,0.00115476,0.000811111,0.01077891,4,7,0.734693878,32,202,0.922042725,4.5,1.526,0.63678307,29,14.36,26,12.87
RO08354,OpenWater,7/30/08,7,2008,1999-2008,32.36512,-80.64393,Beaufort,4.3,527,6.267200549,4.6,2.98,5.12,7.99,5.01,34.5,0.2,32.08,35.17,34.97,29.7,28.91,29.8,31.87,2.96,7.21,7.53,7.76,0.55,5.099999905,9.95,0.9,0.409999996,12.43099976,31,1.491361694,30,1.477121255,45.51995087,10.63700008,0.119999997,0,0,0,0.0252,0.000747582,0.0004351,0.000666667,0.00884473,9,17,0.795847751,50,875,0.891547743,5,3.595,,161,18.4,22,2.51
RT08083,TidalCreek,8/4/08,8,2008,1999-2008,32.60625,-80.53867,Colleton,2.7,232,5.446737372,2.35,0.31,2.93,3.72,3.41,29.8,31.55,32.1,32.62,1.07,30.5,30.37,31.32,32.35,1.98,7.06,7.14,7.24,0.18,12,4.73,0.5,0.580000013,14.48499966,,,17,1.230448921,50.54520035,28.13199997,0.143999994,0,0,0,0.0252,0.001634455,0.001669963,0.0008,0.009315284,6,15,0.72,9,61,0.75093364,2,2.175,0.379993382,0,0,3,4.92
RT08085,TidalCreek,8/5/08,8,2008,1999-2008,32.15097,-80.96008,Beaufort,1.5,87,4.465908119,4.1,3.74,3.88,4.11,0.37,26.4,23.33,26.12,28.7,5.37,30.7,30.17,30.48,31.12,0.95,6.99,7.09,7.22,0.23,15,2.28,0.6,4.430000067,56.53900146,94,1.973127854,50,1.698970004,131.8507996,69.97000122,0.268999994,0.777999997,0,0.01687636,0.0706,0.003711973,0.006852652,0.001494444,0.02752292,,,,20,87,0.809339679,4,3.355,0.380162043,11,12.64,40,45.98
RT08073,TidalCreek,8/5/08,8,2008,1999-2008,32.20195,-80.85746,Beaufort,0.9,49,3.891820298,4.7,2.03,4.84,6.65,4.62,34,33.13,34.26,34.62,1.49,32.8,28.26,30.64,32.88,4.62,7.11,7.48,7.64,0.53,9.600000381,3.99,0.4,1.570000052,47.65000153,10,1,0,0,97.2779007,40.61299896,0.193000004,0,0,0,0.0539,0.002406533,0.001589145,0.001072222,0.01931819,16,103,0.720897351,31,344,0.826036979,4,2.725,0.434424609,43,12.5,78,22.67
RO08349,OpenWater,8/5/08,8,2008,1999-2008,32.08564,-80.93409,Jasper,6.4,176,5.170483995,4.77,4.17,4.96,6.03,1.86,28.5,28.02,29.47,30.09,2.07,29.7,29.49,30.06,30.75,1.26,7.42,7.57,7.79,0.37,6.099999905,5.77,0.9,0.545000002,25.91200066,10,1,2,0.301029996,89.5289917,9.503000259,0.140000001,0,0,0,0.0425,0.000521892,0.005392035,0.000777778,0.01449192,4,6,0.722222222,18,793,0.612830155,4,2.333,,465,58.64,16,2.02
RO08357,OpenWater,8/5/08,8,2008,1999-2008,32.14112,-80.81383,Beaufort,4.9,2350,7.762170607,6.03,5.2,6.55,7.76,2.56,33.7,33.25,33.7,34.24,0.99,30.1,23.47,24.07,25.13,1.66,7.68,7.85,7.97,0.29,8.199999809,9.92,1,0.045,3.405800104,0,0,2,0.301029996,12.26766014,1.980000019,0.112000003,0,0,0,0.0098,0.000103465,6.09E-05,0.000622222,0.003351663,13,48,0.816840278,30,1033,0.712432472,4,2.745,,135,13.07,9,0.87
RO08353,OpenWater,8/6/08,8,2008,1999-2008,32.4407,-80.8141,Beaufort,8.2,2040,7.620705087,3.81,3.89,4.88,5.35,1.46,34.8,35.35,35.48,35.81,0.46,30.6,30.14,30.65,31.54,1.4,7.49,7.67,7.77,0.28,3.400000095,7.48,1,0.269999996,3.804199934,10,1,0,0,50.41482925,13.37800026,0,0,0,0,0.0502,0.000742254,0.000509488,0,0.01713251,,,,51,1080,0.893276624,4.5,2.638,,100,9.26,45,4.17
RO08358,OpenWater,8/6/08,8,2008,1999-2008,32.54927,-80.75554,Beaufort,1,295,5.686975356,3.4,4.01,4.94,5.75,1.74,34.9,33.8,34.27,34.62,0.82,30.5,30.49,31.68,33.1,2.61,7.43,7.51,7.57,0.14,4.5,7.51,0.6,0.585000008,23.29100037,0,0,17,1.230448921,77.31480408,92.84899902,0.692000031,0,0,0,0.0401,0.005044068,0.00318385,0.003844445,0.01627221,5,29,0.532699168,24,146,0.846594108,4,1.557,0.56474834,27,18.49,7,4.79
RT08086,TidalCreek,8/6/08,8,2008,1999-2008,32.42325,-80.82816,Beaufort,2.1,45,3.80666249,3.75,2.9,5.05,6.45,3.55,34.9,35.31,36.33,37.69,2.38,30,30.18,31.62,34.16,3.98,7.27,7.52,7.7,0.43,4,5.79,0.7,0.590000004,25.82099915,0,0,2,0.301029996,73.95980072,30.85499954,0.071999997,0,0,0,0.0376,0.001905081,0.001422955,0.0004,0.01359311,1,2,0,40,478,0.901656981,4.5,1.964,,121,25.31,35,7.32
RO08350,OpenWater,8/6/08,8,2008,1999-2008,32.34247,-80.76785,Beaufort,1.2,2658,7.885329239,4.85,5.37,6.89,8.34,2.97,39.5,35.6,35.93,36.05,0.45,29.9,27.91,30.31,31.66,3.75,7.48,7.69,7.82,0.34,3.099999905,5.86,0.7,0.259999998,11.82999992,0,0,2,0.301029996,47.93209839,8.090999603,0.131999999,0,0,0,0.0209,0.000519874,0.000429921,0.000733333,0.007286496,2,4,0.375,47,581,0.925517811,5,1.87,0.663265542,127,21.86,33,5.68
RT09113,TidalCreek,7/14/09,7,2009,2009-2018,33.57055,-79.01477,Horry,1,109,4.691347882,3.14,3.09,4.84,6.2,3.11,33.9,33.78,35.15,36.1,2.32,27.1,27.33,28.93,30.8,3.47,7.41,7.63,7.83,0.42,2.299999952,6.63,0.8,0.244999997,9.427391052,20,1.301029996,21,1.322219295,42.43745422,89.15881348,0.838200986,0.101289004,0,0.002197159,0.0233,0.002962709,0.002915126,0.004656672,0.009666133,6,17,0.401384083,47,137,0.956470776,4.5,1.974,0.643392182,23,16.79,0,0
RO09360,OpenWater,7/15/09,7,2009,2009-2018,33.17524,-79.28732,Georgetown,2.7,231,5.442417711,4.81,5.28,6.57,7.8,2.52,12.2,5.54,12.93,19.03,13.49,28.3,28.49,29.05,29.78,1.29,7.34,7.5,7.76,0.42,5.199999809,15.33,1.2,5.095000029,93.59354401,0,0,4,0.602059991,131.1951141,29.64400482,5.500138283,0.17265299,0,0.003745184,0.0834,0.000632396,0.004986702,0.03055632,0.02958798,5,23,0.238185255,5,28,0.420918367,2.5,2.357,,2,7.14,2,7.14
RO09364,OpenWater,7/15/09,7,2009,2009-2018,33.34444,-79.26373,Georgetown,1.5,2127,7.662467815,4.51,5.12,5.46,6.08,0.96,5.5,5.71,8.41,12.93,7.22,28.4,28.06,28.5,28.98,0.92,6.96,7.1,7.29,0.33,11,7.92,0.8,0.18,2.683259964,0,0,23,1.361727836,22.63635826,3.631937027,0.627282977,0,0,0,0.0106,5.48E-05,0.000372778,0.003484905,0.003720263,4,4,0.625,12,25,0.8768,3.5,1.5,0.487392532,3,12,2,8
RO09361,OpenWater,7/21/09,7,2009,2009-2018,32.3316,-80.75273,Beaufort,4.6,2958,7.992268643,5.47,5.2,6.01,6.91,1.71,32.3,23.23,31.55,33.73,10.5,28.9,28.58,28.83,29.46,0.88,7.6,7.74,7.86,0.26,3.700000048,6.49,0.9,0.284999996,22.39228439,0,0,0,0,41.06055069,3.361082077,0.623381019,0,0,0,0.0223,5.07E-05,7.50E-05,0.003463228,0.007596755,5,11,0.694214876,62,802,0.928688434,4.5,1.371,,85,10.6,28,3.49
RO09370,OpenWater,7/21/09,7,2009,2009-2018,32.39547,-80.78335,Beaufort,11.3,2333,7.754910272,5.61,5.63,6.11,6.59,0.96,32.4,30.46,31.98,33.31,2.85,29,28.67,29.06,29.32,0.65,7.68,7.75,7.83,0.15,3.700000048,6.83,2,0.055,1.735593438,0,0,2,0.301029996,26.61089325,0,0.252068996,0,0,0,0.0217,0,0,0.001400383,0.007299006,4,4,0.75,17,62,0.866728224,4,1.714,,10,16.13,0,0
RT09101,TidalCreek,7/21/09,7,2009,2009-2018,32.5572,-80.89444,Jasper,2.4,131,4.875197323,3.69,3.53,4.08,4.69,1.16,26,24.14,27.35,29.37,5.23,28.8,28.14,28.94,29.83,1.69,7.06,7.2,7.36,0.3,7.400000095,6.05,0.7,0.290000007,6.884468079,0,0,0,0,32.07926178,5.221633911,0.363772005,0.308569998,0,0.006693493,0.0168,7.88E-05,0.000116575,0.002020956,0.006226807,,,,18,54,0.882876468,3,3.14,0.378300263,0,0,11,20.37
RO09373,OpenWater,7/21/09,7,2009,2009-2018,32.4888,-80.82304,Jasper,3,1736,7.459338895,4.12,3.97,5.08,6.27,2.3,28.8,29.19,30.57,32.12,2.93,29.3,28.5,29.07,29.94,1.44,7.37,7.57,7.78,0.41,4.800000191,7.78,1.1,0.085000001,1.92065227,10,1,2,0.301029996,18.94708061,0,0.480594993,0,0,0,0.0109,0,0,0.002669972,0.00375304,3,3,0.666666667,21,155,0.60603538,3.5,0.536,0.518047954,25,16.13,14,9.03
RT09105,TidalCreek,7/22/09,7,2009,2009-2018,32.26033,-80.7933,Beaufort,2.1,90,4.49980967,5.04,3.53,5,7.14,3.61,32.5,32.41,32.71,32.9,0.49,29.9,28.73,29.92,32.43,3.7,7.48,7.65,7.77,0.29,3.400000095,5.67,0.7,0.930000007,33.86204529,0,0,4,0.602059991,62.83748627,15.09192562,0.827674985,0.034623001,0.034623001,0.000751041,0.0338,0.000313586,0.000336934,0.004598194,0.01165314,4,8,0.53125,33,296,0.888651717,4,1.768,,60,20.27,14,4.73
