StationCode,RT_RO_Other,Logger_DO_mean,Logger_Salin_mean,Logger_Temp_mean,Logger_pH_mean,Chl_a_DHEC,SiltClay,Entero_DHEC,LOG_entero,FecalColiform_DHEC,LOG_FC,Met_Total,PAH_Total,PCB_Total,DDT_Total,PBDE_Total,ERMQ_DDT_tot,ERMQ_met,ERMQ_PAH_tot,ERMQ_PCB_tot,ERMQ_ALL,trawl_SP_RICH,trawl_ABUND,benth_SP_RICH,benth_ABUNDANCE,BIBI,MAMBI,HUC14_IMPERV_PRCT,HUC14_DEV_cut,HUC14_DEV_quant
RO10383,OpenWater,5.14,30.55,31.52,7.46,16.27,2.97,0,0,0,0,17.84,74.4,1.44,0.25,0.73,0.005544816,0.02,0.003521316,0.008021734,0.01,18,178,16,67,4,0.53,0.13,UNDEV,UNDEV
RO10385,OpenWater,3.86,33.69,31.74,7.41,7.42,2.98,0,0,2,0.301029996,37.33,68.78,1.44,0.21,0.67,0.004745293,0.03,0.003255264,0.008035778,0.01,13,136,,,4,,7.08,UNDEV,DEV
RO10387,OpenWater,4.96,32.37,31.44,7.66,13.07,10.91,0,0,0,0,43.94,0,0.19,0.02,0,0.000452928,0.04,0.000232917,0.001090378,0.01,18,80,25,148,4,0.51,0.24,UNDEV,UNDEV
RO10388,OpenWater,5.98,20.53,30.62,7.58,6.2,9.03,0,0,17,1.230448921,40.9,324.56,5.1,0.52,0.79,0.01,0.01,0.01,0.02,0.01,10,31,22,459,3,,12.5,UNDEV,DEV
RO10389,OpenWater,3.8,29.88,31.05,7.25,5.57,2.26,98,1.991226076,30,1.477121255,48.18,74.02,1.53,0.28,0.72,0.006106312,0.07,0.003503432,0.008517417,0.02,0,0,10,34,3,0.46,0.88,UNDEV,UNDEV
RO10390,OpenWater,3.76,33.25,31.99,7.37,10.77,20.45,0,0,0,0,60.31,90.12,1.85,0.4,0.86,0.008725228,0.02,0.004224144,0.01,0.01,15,167,26,112,3.5,0.52,1.05,UNDEV,UNDEV
RO10391,OpenWater,5.11,32.92,30.91,7.49,10.45,14.02,0,0,17,1.230448921,47.61,89.77,1.86,0.55,0.87,0.01,0.02,0.004361489,0.01,0.01,7,28,24,94,3.5,0.56,0.47,UNDEV,UNDEV
RO10392,OpenWater,5.61,35.58,30.86,7.73,10.88,52.88,0,0,0,0,98.82,111.22,2.21,0.43,1.09,0.009348851,0.05,0.00820531,0.01,0.02,10,16,36,140,3.5,0.64,0.44,UNDEV,UNDEV
RO11301,OpenWater,5.23,32.68,29.76,7.85,7.84,9.17,480.3333435,2.681539712,110,2.041392685,43.98,98.44,3.24,0.19,0.57,0.004193623,0.02,0.003779552,0.01,0.01,14,90,17,147,3,0.3,5.36,UNDEV,DEV
RO11302,OpenWater,4.98,34.1,30.48,7.64,8.14,2.82,0,0,0,0,24.03,0,0.13,0,0,0,0.01,2.73E-05,0.000774389,0.004563696,4,11,18,1420,3,0.34,6.78,UNDEV,DEV
RO11303,OpenWater,3.82,33.47,28.99,7.34,8.28,24.81,5,0.698970004,50,1.698970004,60.18,12.35,0.31,0,0.02,0,0.03,0.000814161,0.001772989,0.01,16,94,37,197,4.5,0.65,2.56,UNDEV,DEV
RO11304,OpenWater,3.92,33.53,29.78,7.31,5.96,22.05,10,1,2,0.301029996,71.38,27.86,0.18,0,0,0,0.04,0.002867869,0.001031622,0.01,13,45,40,435,3.5,0.57,0.13,UNDEV,UNDEV
RO11305,OpenWater,5.34,33.94,30.71,7.63,5.42,6.86,2.5,0.397940009,0,0,42.51,0,0.19,0,0,0,0.02,0.000118521,0.001071711,0.00962683,3,3,68,1693,4.5,,7.17,UNDEV,DEV
RO11306,OpenWater,5.71,36.13,30.38,7.8,4.7,3.67,0,0,0,0,20.85,12.9,0.13,0,0.02,0,0.01,0.000458575,0.000766567,0.00406718,2,7,8,34,3,0.47,7.17,UNDEV,DEV
RO11307,OpenWater,5,34.87,29.77,7.48,8.14,4.14,6.666666508,0.823474229,0,0,26.77,0,0.4,0,0,0,0.01,0,0.002238206,0.004925231,17,55,11,104,4,0.49,2.56,UNDEV,DEV
RO11308,OpenWater,4.95,24.32,30.57,7.77,3.64,51.47,6.666666508,0.823474229,23,1.361727836,154.17,3916.11,6.15,1.07,0.03,0.02,0.09,0.14,0.03,0.17,27,148,16,177,3,,37.28,DEV,DEV
RO11309,OpenWater,5.38,34.07,30.63,7.78,4.67,3.68,0,0,0,0,37.36,0,0.15,0,0,0,0.02,0,0.000860689,0.009591075,7,9,16,57,4,,7.17,UNDEV,DEV
RO11310,OpenWater,5.13,34.81,27.71,7.75,5.11,34.15,2.5,0.397940009,2,0.301029996,79.95,29.47,0.18,0,0.02,0,0.04,0.00142962,0.00102555,0.01,19,282,30,220,3,0.47,1.65,UNDEV,UNDEV
RO11311,OpenWater,6.46,10.68,31.35,7.35,23.83,2.94,,,140,2.146128036,30.84,0,0.17,0,0,0,0.01,0.000263334,0.000950206,0.005062678,8,92,11,395,5,,0.28,UNDEV,UNDEV
RO11312,OpenWater,4.29,33.91,31.08,7.63,7.74,66.33,0,0,2,0.301029996,113.61,32.31,0.16,0,0.05,0,0.06,0.01,0.000927361,0.02,17,77,28,94,3,0.56,0.47,UNDEV,UNDEV
RO11313,OpenWater,4.82,32.74,30.58,7.55,10.42,5.2,10.33333302,1.014100322,2,0.301029996,26.08,0,0.04,0,0,0,0.01,6.54E-05,0.000257933,0.004657522,11,52,36,202,4,,0.34,UNDEV,UNDEV
RO11314,OpenWater,4.77,35.2,29.01,7.54,6.43,2.44,6.666666508,0.823474229,0,0,17.6,0,0,0,0,0,0.01,0,0,0.003556276,5,46,9,14,3,,0.13,UNDEV,UNDEV
RO11315,OpenWater,5.05,12.76,31.09,7.41,19.98,5.88,31.66666603,1.500510911,17,1.230448921,44.94,1.43,0.34,0,0.02,0,0.02,0.000946117,0.001889128,0.006970075,16,334,7,350,3,,9.1,UNDEV,DEV
RO12316,OpenWater,5.42,28.77,29.91,7.79,3.53,96.9,30.75,1.48784512,26,1.414973348,198.85,781.14,1.62,0.27,0,0.005886508,0.1,0.02,0.009001955,0.05,16,28,17,151,3.5,0.41,37.28,DEV,DEV
RO12317,OpenWater,4.36,33.69,30.05,7.48,4.21,7.04,0,0,4,0.602059991,30.67,4.24,0.16,0,0,0,0.02,0.000210834,0.000928345,0.00683606,8,31,10,61,3.5,,2.24,UNDEV,DEV
RO12318,OpenWater,5.89,33.55,29.93,7.94,2.72,4.33,13.66666699,1.135450699,2,0.301029996,26.8,0.81,0.17,0,0.02,0,0.01,7.48E-05,0.000993206,0.004473313,2,2,50,355,4.5,,0.34,UNDEV,UNDEV
RO12319,OpenWater,4.93,34.39,29.94,7.55,8.43,17.41,0,0,2,0.301029996,55.24,32.19,0.52,0.13,0,0.002828416,0.02,0.001276467,0.002897561,0.009963309,6,179,21,104,3,0.47,9.48,UNDEV,DEV
RO12320,OpenWater,3.14,24.65,30.06,7.42,14.28,20.15,15.25,1.183269844,13,1.113943352,67.97,50.31,0.25,0.19,0,0.004244252,0.03,0.002564296,0.001421483,0.01,17,106,10,99,3,0.33,0.06,UNDEV,UNDEV
RO12321,OpenWater,6.34,34.54,29.52,7.88,4.31,3.56,0,0,0,0,22.64,0,0.11,0,0,0,0.01,0.000015338,0.0006329,0.00407761,3,3,14,115,3.5,0.47,6.78,UNDEV,DEV
RO12322,OpenWater,4.95,34.08,29.86,7.69,6.1,32.45,12.75,1.105510185,4,0.602059991,85.38,113.99,0.24,0.17,0,0.0038123,0.04,0.004023389,0.001372695,0.01,10,36,22,89,4,,11.39,UNDEV,DEV
RO12323,OpenWater,4.75,34.47,29.87,7.71,9.6,0.49,5,0.698970004,2,0.301029996,17.19,0,0.12,0,0,0,0.0095,1.26E-05,0.000668439,0.003207315,2,2,8,274,2.5,,1.74,UNDEV,DEV
RO12324,OpenWater,5.75,0.2,29.3,7.2,5.39,9.35,48.75,1.68797462,22,1.342422681,90.9,1.64,0.13,0.01,0,0.000265488,0.04,0.000178441,0.000755478,0.01,2,4,10,141,4,0.4,6.25,UNDEV,DEV
RO12325,OpenWater,5.57,35.45,30.04,7.68,3.48,9.04,0,0,0,0,37.5,7.55,0.23,0,0,0,0.02,0.000368136,0.001301772,0.007124594,0,0,43,403,4.5,0.68,2.24,UNDEV,DEV
RO12326,OpenWater,5.09,31.99,29.74,7.69,7.73,40.78,0,0,0,0,102.33,169.33,0.57,0,0,0,0.05,0.005976994,0.003205244,0.02,12,33,37,271,3.5,0.57,0.24,UNDEV,UNDEV
RO12327,OpenWater,5.14,16.87,29.08,7.63,22.08,19.91,10,1,2,0.301029996,79.67,13.89,1.05,0.07,0,0.001543059,0.04,0.00165862,0.005838994,0.01,4,13,9,54,2.5,,0.12,UNDEV,UNDEV
RO12328,OpenWater,4.55,31.02,31.37,7.45,7.82,25.7,67,1.826074803,13,1.113943352,54.51,13.09,0.16,0,0,0,0.02,0.000499924,0.000893833,0.009966034,19,142,30,617,3,0.53,8.32,UNDEV,DEV
RO12329,OpenWater,5.95,32.68,30.29,,9.15,5.29,10,1,0,0,28.78,1.26,0.09,0,0,0,0.01,0.000103722,0.000543089,0.004903558,8,48,11,50,3.5,0.47,0.34,UNDEV,UNDEV
RO12330,OpenWater,4.24,30.84,29.87,7.52,5.33,30.56,10,1,4,0.602059991,83.85,12.81,0.22,0.06,0,0.001430412,0.04,0.002545261,0.001243633,0.01,10,105,22,68,3.5,0.54,0.07,UNDEV,UNDEV
RO13332,OpenWater,5.33,25.61,28.48,7.73,2.96,43.87,168,2.225309282,0,0,188.04,258.37,1.15,0.36,0,0.007867267,0.08,0.008496278,0.006392089,0.03,4,5,26,201,3,0.4,13.22,UNDEV,DEV
RO13333,OpenWater,4.33,11.02,29.31,6.91,3.25,7.08,27.16666603,1.433929766,110,2.041392685,109.34,22.21,0,0,0,0,0.04,0.00085605,0,0.01,10,18,55,487,5,0.71,2.24,UNDEV,DEV
RO13334,OpenWater,5.88,31.22,28.54,7.78,1.74,2.48,0,0,0,0,95.38,0.33,0,0,0,0,0.03,0.000035593,0,0.01,3,5,68,952,5,0.65,7.17,UNDEV,DEV
RO13335,OpenWater,5.71,13.15,29.53,7.26,2.08,3.11,0,0,2,0.301029996,127.33,0.77,0,0,0,0,0.04,8.38E-05,0,0.01,0,0,39,1743,4.5,0.4,2.56,UNDEV,DEV
RO13336,OpenWater,4.98,20.45,29.2,7.43,3.48,3.51,52.33333206,1.718750735,2,0.301029996,139.34,1.4,0.00907,0,0,0,0.07,9.59E-05,5.04E-05,0.02,5,5,17,62,3,,13.22,UNDEV,DEV
RO13337,OpenWater,5.61,26.55,28.7,7.66,1.74,2.44,0,0,,,103.03,0.14,0,0,0,0,0.04,1.37E-05,0,0.01,0,0,19,114,3.5,,7.17,UNDEV,DEV
RO13338,OpenWater,4.74,26.39,28.99,7.46,2.83,49.22,6.833333492,0.834420704,33,1.51851394,186.6,60.57,0.01,0,0,0,0.08,0.002526367,0.0000862,0.02,8,10,11,125,2,0.36,11.39,UNDEV,DEV
RO13339,OpenWater,5.09,12.81,28.11,7.3,3.77,22.11,39.83333206,1.600210306,17,1.230448921,152.93,10.93,0,0,0,0,0.06,0.001141236,0,0.02,9,41,19,194,5,0.47,0.44,UNDEV,UNDEV
RO13340,OpenWater,6.93,21.44,31.22,7.45,3.17,2.62,10,1,22,1.342422681,94.91,0.14,0,0,0,0,0.03,4.96E-05,0,0.01,13,332,15,387,2.5,,0.87,UNDEV,UNDEV
RO13341,OpenWater,5.31,24.52,29.1,,3.49,5.48,3.333333254,0.522444234,4.5,0.653212514,112.33,2.81,0,0,0,0,0.04,0.000172448,0,0.01,17,77,39,1499,4,,0.5,UNDEV,UNDEV
RO13342,OpenWater,5.35,18.5,29.81,7.44,2.98,11.12,0,0,2,0.301029996,132.99,4.36,0,0,0,0,0.05,0.000380421,0,0.01,13,59,33,316,4,0.5,1.05,UNDEV,UNDEV
RO13343,OpenWater,3.14,4.62,27.3,6.54,3.51,10.15,16.66666603,1.221674997,11,1.041392685,142.45,4.96,0,0,0,0,0.05,0.001383808,0,0.01,2,5,6,295,2.5,,0.12,UNDEV,UNDEV
RO13344,OpenWater,6.86,30.58,27.84,7.9,3.17,4.48,3.333333254,0.522444234,94,1.973127854,119.98,4.42,0,0,0,0,0.04,0.000222861,0,0.01,11,18,26,182,4,,22.18,DEV,DEV
RO13345,OpenWater,5.03,27.04,28.65,7.57,3.07,12.23,3.333333254,0.522444234,2,0.301029996,131.91,11.33,0,0,0,0,0.04,0.000597814,0,0.01,7,16,54,362,4.5,0.69,4.57,UNDEV,DEV
RO13346,OpenWater,5.48,22.15,29.01,7.6,2.89,4.3,356,2.551449998,0,0,225.8,0.94,0,0,0,0,0.08,6.97E-05,0,0.02,9,46,21,153,4,,0.07,UNDEV,UNDEV
RO14347,OpenWater,6.22,20.48,28.26,7.85,9.44,39.61,10,1,17,1.230448921,101.21,13.03,1.69,0.2,0,0.004471584,0.05,0.003712816,0.009420394,0.01,11,274,11,53,2.5,0.37,2.31,UNDEV,DEV
RO14348,OpenWater,6,29.1,28.64,7.75,3.37,2.34,0,0,6.800000191,0.832508925,36.03,0.56,0.26,0,0,0,0.01,0.000174545,0.001453139,0.005688282,11,22,15,74,3.5,0.5,37.28,DEV,DEV
RO14349,OpenWater,5.95,29.55,29.03,7.65,4.11,15.37,0,0,13,1.113943352,54.73,17.97,0.42,0,0,0,0.02,0.001057474,0.002377572,0.01,0,0,30,252,4,,2.24,UNDEV,DEV
RO14350,OpenWater,,30.73,29.88,7.81,4.43,1.73,2.5,0.397940009,2,0.301029996,38.47,0,0.44,0,0,0,0.02,0.000035296,0.002458244,0.008227774,0,0,26,1456,2.5,0.26,5.94,UNDEV,DEV
RO14351,OpenWater,4.69,25.76,30.25,7.28,8.2,23.65,13.66666699,1.135450699,0,0,96.41,0,0.33,0,0,0,0.07,0.000145842,0.0018682,0.02,0,0,30,286,3.5,0.52,0.13,UNDEV,UNDEV
RO14352,OpenWater,1.93,5.87,29.2,7.13,3.36,2.32,41,1.612783857,49,1.69019608,33.65,0.32,0.28,0,0,0,0.01,9.59E-05,0.001576744,0.004755158,5,11,6,27,2,0.28,6.25,UNDEV,DEV
RO14353,OpenWater,6.13,31.62,29.04,7.72,4.67,22.01,10.33333302,1.014100322,2,0.301029996,68.37,11.7,0.58,0,0,0,0.03,0.001318955,0.003222639,0.01,5,40,33,272,4.5,,6.78,UNDEV,DEV
RO14354,OpenWater,4.38,33.66,30.16,7.53,21.52,40.02,6.666666508,0.823474229,0,0,88.89,30.31,0.54,0.16,0,0.003601996,0.04,0.002403355,0.0030044,0.01,9,22,16,101,3,0.39,1.65,UNDEV,UNDEV
RO14355,OpenWater,,34.73,28.59,7.79,4.73,3.04,20.66666603,1.315130317,2,0.301029996,45.52,0,0.24,0,0,0,0.02,0.000133937,0.001364683,0.006770466,1,1,18,61,4,,3.59,UNDEV,DEV
RO14356,OpenWater,5.2,29.34,29.95,7.66,4.61,86.88,0,0,2,0.301029996,138.78,31,0.81,0.4,0,0.008788504,0.08,0.002097616,0.004501678,0.03,13,35,17,161,2.5,0.42,0.47,UNDEV,UNDEV
RO14357,OpenWater,4.87,19.54,28.29,7.61,3.36,67.26,42,1.62324929,130,2.113943352,132.82,185.11,1.91,0.19,0,0.004275749,0.07,0.009038858,0.01,0.03,5,57,8,13,2,0.32,1.38,UNDEV,UNDEV
RO14358,OpenWater,6.91,26.27,29.88,7.62,8.82,7.67,0,0,0,0,37.29,0.43,0.2,0,0,0,0.01,0.00036773,0.001159667,0.006265693,2,3,26,198,4,0.49,1.05,UNDEV,UNDEV
RO14359,OpenWater,4.46,1.62,28.01,6.68,8.91,95.55,41.33333206,1.616265405,170,2.230448921,180.65,47.16,1.79,0.76,0.24,0.01,0.09,0.007341544,0.009996983,0.03,8,33,4,46,1.5,0.22,3.32,UNDEV,DEV
RO14360,OpenWater,4.33,20.54,29.16,7.21,6.04,11.09,27.66666603,1.441852176,170,2.230448921,88.82,337.22,3.48,0.94,0,0.02,0.04,0.01,0.01,0.02,16,192,5,17,2,0.41,33.29,DEV,DEV
RO14361,OpenWater,5.14,30.15,28.83,7.65,3.94,18.46,6.666666508,0.823474229,4.5,0.653212514,65.6,0,0.51,0,0,0,0.03,0.001079687,0.0028362,0.01,9,25,70,509,4.5,,0.34,UNDEV,UNDEV
RO15362,OpenWater,5.26,34.93,29.76,7.66,10.25,11.38,5,0.698970004,0,0,39.41,9.61,0.07,0.06,0,0.001430065,0.02,0.000643417,0.000407872,0.007374894,7,14,31,243,3.5,0.59,0.24,UNDEV,UNDEV
RO15364,OpenWater,5.58,36.66,30.01,7.88,5.61,5.61,13.66666699,1.135450699,2,0.301029996,29.91,2.8,0.22,0.02,0,0.00048859,0.01,0.000187478,0.001227911,0.005266587,6,14,18,74,4,,12.51,UNDEV,DEV
RO15365,OpenWater,5.59,35.9,28.46,7.93,5.31,2.79,0,0,9.300000191,0.968482957,19.76,6.92,0.03,0,0,0,0.009,0.00025423,0.000201628,0.00314688,2,3,23,81,4,,0,UNDEV,UNDEV
RO15366,OpenWater,5.82,31.15,29.53,7.77,6.86,5.22,10,1,0,0,14.68,2.02,0.25,0.01,0,0.00031269,0.0075,0.000145169,0.001412361,0.002690961,5,10,53,537,5,,6.78,UNDEV,DEV
RO15367,OpenWater,4.41,29.4,30.04,7.4,8.13,6.62,0,0,2,0.301029996,47.26,9.7,0.06,0.06,0,0.001339653,0.03,0.000502989,0.000335289,0.01,5,14,55,426,4.5,0.71,2.56,UNDEV,DEV
RO15368,OpenWater,3.68,24.2,29.91,7.18,7.43,74.43,10,1,4.5,0.653212514,101.77,143.45,2.25,2.35,0,0.05,0.06,0.01,0.01,0.03,10,19,16,235,2.5,0.35,0.13,UNDEV,UNDEV
RO15369,OpenWater,5.9,30.73,28.82,7.68,7.3,3.87,0,0,0,0,20.14,0.13,0.09,0,0,0,0.01,2.63E-05,0.000552689,0.004962811,2,4,22,132,4,0.56,7.17,UNDEV,DEV
RO15370,OpenWater,6.15,32.66,29.25,7.85,3.73,2.56,0,0,0,0,25.76,0.06,0.05,0,0,0,0.02,0.000010904,0.000293967,0.007512645,9,14,50,693,4,,7.17,UNDEV,DEV
RO15371,OpenWater,4.45,31.14,29.97,7.41,7.09,9.12,6.666666508,0.823474229,0,0,28.53,8.41,0.22,0.06,0,0.001346117,0.01,0.000428748,0.001274811,0.005146383,1,2,13,106,3,0.39,2.56,UNDEV,DEV
RO15372,OpenWater,,17.73,30.43,7.46,3.75,4.36,10,1,23,1.361727836,31.04,34.82,0.79,0.11,0,0.002442798,0.01,0.001300263,0.004394467,0.006842449,4,20,15,43,4,0.42,37.28,DEV,DEV
RO15374,OpenWater,4.87,34.55,29.8,7.57,9.69,37.93,5,0.698970004,0,0,81.63,75.52,0.12,0.16,0,0.003567722,0.04,0.003443414,0.000709356,0.01,9,37,8,93,2,0.23,0.24,UNDEV,UNDEV
RO15375,OpenWater,6.66,27.33,29.62,7.79,32.22,10.26,6.666666508,0.823474229,0,0,38.15,10.23,0.49,0.14,0,0.003205098,0.02,0.001159338,0.002769355,0.007429661,8,45,15,343,2,,0.12,UNDEV,UNDEV
RO15376,OpenWater,5.12,32.42,31.14,7.52,7.21,94.2,0,0,2,0.301029996,148.72,82.71,1.96,1.81,0,0.03,0.09,0.004011604,0.01,0.03,6,32,28,390,2.5,0.35,0.87,UNDEV,UNDEV
RO15377,OpenWater,,24.83,28.92,7.44,14.2,7.72,10,1,4.5,0.653212514,23.29,3.25,0.23,0.01,0,0.000411258,0.01,0.000295209,0.001280117,0.004329839,7,45,38,369,3.5,0.48,0.79,UNDEV,UNDEV
RO15378,OpenWater,4.19,31.7,29.98,7.43,8.77,7.4,0,0,0,0,41.83,5.27,0.16,0.04,0,0.001015098,0.02,0.000403338,0.000898111,0.01,4,4,66,1418,5,0.7,0.13,UNDEV,UNDEV
RO16379,OpenWater,6.24,16.13,31.9,7.54,11.33,5.37,3.666666746,0.563481085,33,1.51851394,32.49,2.64,0.06,0.11,0,0.002452061,0.01,0.001151797,0.000364389,0.00578458,3,3,6,46,2.5,0.34,0.45,UNDEV,UNDEV
RO16380,OpenWater,5.77,30.68,29.08,7.88,7.26,10.82,0,0,2,0.301029996,31.84,23.18,0.09,0.11,0,0.002461085,0.01,0.001051851,0.0005186,0.006715131,5,14,32,183,4,,22.84,DEV,DEV
RO16381,OpenWater,4.73,20.11,31.07,7.18,,2.03,,,17,1.230448921,52.89,0.64,0.19,0.07,0,0.001598655,0.03,4.57E-05,0.001094167,0.01,3,9,8,47,3,0.37,2.28,UNDEV,DEV
RO16382,OpenWater,,25.54,30.77,7.36,8.02,8.75,10,1,2,0.301029996,31.04,6.33,0.03,0,0,0,0.01,0.000390829,0.000186283,0.006360814,1,1,59,1081,4.5,,5.87,UNDEV,DEV
RO16383,OpenWater,4.44,30.99,30.63,7.58,7.45,17.95,6.666666508,0.823474229,11,1.041392685,52.66,34.68,0.21,0.17,0,0.003745792,0.02,0.001472783,0.001167894,0.01,4,65,30,93,3.5,0.57,9.79,UNDEV,DEV
RO16384,OpenWater,4.3,17.29,30.95,6.99,4.48,1.45,46.33333206,1.6658623,49,1.69019608,8.91,0.03,0,0,0,0,0.01,1.60E-05,0,0.003400324,9,31,6,107,3,0.45,0.24,UNDEV,UNDEV
RO16386,OpenWater,5.4,32.21,30.36,7.53,6.03,2.33,32.33333206,1.509605705,4.5,0.653212514,16.89,3.61,0,0.08,0,0.001870434,0.0088,0.000120889,0,0.003230157,10,12,10,170,3.5,0.42,11.62,UNDEV,DEV
RO16387,OpenWater,,35.6,,,5.11,1.14,3.333333254,0.522444234,0,0,9.42,0,0,0,0,0,0.0056,6.24E-06,0,0.001876837,4,8,17,164,3.5,,1.76,UNDEV,DEV
RO16388,OpenWater,5.5,30.69,31.25,7.59,5.4,13.12,0,0,7.800000191,0.892094613,35.29,14.63,0.02,0.18,0,0.004000173,0.02,0.000823206,0.000144067,0.008691317,18,73,58,394,4.5,0.74,1.23,UNDEV,UNDEV
RO16389,OpenWater,5.98,29.28,30.31,7.7,5.3,3.61,0,0,2,0.301029996,22.31,0.27,0,0,0,0,0.01,4.38E-05,0,0.005957516,2,2,6,10,2.5,0.38,2.28,UNDEV,DEV
RO16390,OpenWater,5.07,27.94,30.87,7.96,10.85,11.15,3.333333254,0.522444234,0,0,33.46,12.11,0.02,0.1,0.18,0.00224436,0.01,0.000705892,0.000151683,0.006360787,5,25,16,117,2.5,0.4,1.13,UNDEV,UNDEV
RO16391,OpenWater,5.89,13.44,31.06,7.51,25.23,14.93,7.333333492,0.865103975,17,1.230448921,52.23,5.25,0.02,0.08,0,0.00174667,0.02,0.000770492,0.000113806,0.009210052,3,6,1,38,1,0.25,2.37,UNDEV,DEV
RO16392,OpenWater,5.29,27.93,31.9,7.42,8.02,29.24,6.666666508,0.823474229,79,1.897627091,40.45,144.95,0.4,0.54,0,0.01,0.02,0.00871192,0.002259406,0.01,15,150,17,37,3,0.4,0.88,UNDEV,UNDEV
RO16393,OpenWater,,31.71,30.75,7.94,9.36,13.16,10.33333302,1.014100322,6.800000191,0.832508925,38.95,2.97,0.09,0,0,0,0.01,0.000486995,0.000513783,0.006704791,21,271,29,221,4,0.59,0.35,UNDEV,UNDEV
RO16394,OpenWater,5.25,29,30.71,7.64,9.31,23.63,3.333333254,0.522444234,0,0,64.36,12.96,0.06,0.18,0,0.003915553,0.04,0.000958634,0.000349611,0.01,8,16,25,155,3.5,,1.66,UNDEV,UNDEV
RO17395,OpenWater,6.11,20.11,27.98,7.66,23.7,6.66,41,1.612783857,0,0,35.07,3.05,0.05,0,0,0,0.01,0.000482292,0.000278206,0.006454546,10,48,22,216,3,,0.45,UNDEV,UNDEV
RO17396,OpenWater,4.47,25.92,29.55,7.82,14.21,55.99,10,1,13,1.113943352,119.68,274.13,1.43,0.13,0.23,0.002949241,0.06,0.02,0.007974605,0.03,6,18,10,36,2.5,0.36,37.89,DEV,DEV
RO17397,OpenWater,5.46,30.17,28.66,7.54,7.95,7.13,20,1.301029996,0,0,29.42,10.39,0.01,0,0,0,0.02,0.000502618,7.32E-05,0.007294777,5,28,49,845,5,,2.28,UNDEV,DEV
RO17398,OpenWater,6.3,35.34,28.65,7.84,4.61,1.72,10,1,0,0,16.8,0,0.01,0,0,0,0.0093,0,0.0001099,0.003116831,1,1,15,138,4,,8.26,UNDEV,DEV
RO17399,OpenWater,4.09,18.39,30.91,7.33,12.28,7.53,30.5,1.484299839,0,0,75.59,7.18,0.11,0,0.01,0,0.05,0.000541307,0.000643206,0.01,3,3,42,745,5,0.61,2.76,UNDEV,DEV
RO17400,OpenWater,3.91,18.27,29.87,7.28,1.85,5.92,10,1,23,1.361727836,51.63,17.4,0.42,0.52,0,0.01,0.02,0.000774201,0.002384156,0.01,1,1,35,706,4,,3.22,UNDEV,DEV
RO17401,OpenWater,6.04,33.81,28.68,7.87,5.02,7.27,0,0,2,0.301029996,25.2,3.66,0,0,0,0,0.01,0.000443607,0,0.004323581,4,4,14,260,3,0.46,8.26,UNDEV,DEV
RO17403,OpenWater,5.15,34.53,28.79,7.81,10.26,86.99,0,0,0,0,151.14,48.12,2.29,0.4,0,0.00870974,0.08,0.003089738,0.01,0.03,11,47,23,263,3.5,0.43,0.44,UNDEV,UNDEV
RO17404,OpenWater,5.28,29.81,31.09,7.6,5.43,10.13,0,0,2,0.301029996,47.37,11.82,0.09,0,0,0,0.02,0.000741806,0.000526917,0.009727783,23,72,47,785,4.5,,5.31,UNDEV,DEV
RO17405,OpenWater,4.93,32.55,29.16,7.54,4.13,7.38,0,0,0,0,26.77,5.64,0.05,0,0,0,0.01,0.000316177,0.000292433,0.004829139,8,19,49,211,4.5,,8.92,UNDEV,DEV
RO17406,OpenWater,5.25,28.57,30.86,7.63,11.41,5.34,15,1.176091259,2,0.301029996,28.2,0.81,0,0,0,0,0.01,5.71E-05,0,0.00449637,0,0,15,73,3.5,,1.13,UNDEV,UNDEV
RO17407,OpenWater,5.28,10.38,28.23,7.33,27.04,40.16,52,1.716003344,4.5,0.653212514,87.33,29.24,0.21,0,0,0,0.05,0.01,0.001184806,0.01,5,115,6,59,2.5,0.36,2.37,UNDEV,DEV
RO17408,OpenWater,3.2,35.09,29.15,7.81,15.92,6.82,20.5,1.311753861,2,0.301029996,37.47,3.63,0,0,0,0,0.01,0.000257844,0,0.00620614,20,85,62,1571,5,,22.5,DEV,DEV
RO17409,OpenWater,5.84,33.51,28.5,7.74,6.42,17.33,0,0,4.5,0.653212514,54.4,17.1,0.13,0,0,0,0.02,0.000851247,0.000723333,0.01,15,24,26,527,4.5,,0.35,UNDEV,UNDEV
RO17410,OpenWater,5.56,29.72,30.19,7.84,19.47,4.89,0,0,0,0,14.06,0.67,0,0,0,0,0.0073,0.000144776,0,0.002476998,0,0,13,143,3.5,0.47,0.07,UNDEV,UNDEV
RO18411,OpenWater,5.87,27.28,26.2,7.88,,2.87,0,0,2,0.301029996,14.88,2.86,0.45,0,0.01,0,0.0083,8.54E-05,0.002479761,0.002898767,4,4,15,76,3.5,,1.71,UNDEV,DEV
RO18412,OpenWater,5.3,30.71,28.95,7.9,,6.29,0,0,23,1.361727836,41.13,313.83,0.4,0,0,0,0.02,0.01,0.002195167,0.01,7,11,71,822,4.5,,37.89,DEV,DEV
RO18413,OpenWater,5.01,25.45,30.47,7.51,,3.07,0,0,0,0,23.63,0.49,0.04,0,0,0,0.01,5.57E-05,0.000240917,0.005962086,0,0,24,374,3.5,,2.28,UNDEV,DEV
RO18414,OpenWater,5.73,31.31,30.15,7.79,,5.85,0,0,0,0,16.58,2.59,0,0,0,0,0.0083,0.000189222,0,0.002819306,1,1,21,84,4,,8.26,UNDEV,DEV
