"","RESPONSE","RESPONSE_CATEGORY","HABITAT","SPATIAL_UNIT","SCENARIO_NUMBER","SCENARIO_NAME","PROJECTION","SCENARIO_PROJECTION","PREDICTED","PREDICTED_LOWER","PREDICTED_UPPER","BASELINE","BASELINE_LOWER","BASELINE_UPPER","PRCT_CHANGE"
"246","Fecal","water quality","AllHabitats","Buffer 2km","6","Pop + Precip","Low","Pop + Precip (Low)",7.61649999680035,6.78223540322063,8.54019871515771,5.75947644008865,5.15853507542886,6.41905683486454,32.2429230508861
"247","Fecal","water quality","OpenWater","Buffer 2km","7","Pop + Temp + Precip","Low","Pop + Temp + Precip (Low)",4.95982999648854,4.24122329678661,5.77696247149431,3.53571062245532,3.0455498211675,4.0852595469253,40.27816544116
"248","Fecal","water quality","TidalCreek","Buffer 2km","7","Pop + Temp + Precip","Low","Pop + Temp + Precip (Low)",11.5145209032999,10.1365408619098,13.063005324642,9.12349568407273,8.01891475904275,10.3633588523146,26.2073365519459
"249","Fecal","water quality","AllHabitats","Buffer 2km","7","Pop + Temp + Precip","Low","Pop + Temp + Precip (Low)",7.61649999680035,6.78223540322063,8.54019871515771,5.75947644008865,5.15853507542886,6.41905683486454,32.2429230508861
"250","Fecal","water quality","OpenWater","Buffer 2km","8","Pop","High","Pop (High)",5.4193815672266,4.55415861573797,6.41938834603724,3.53571062245532,3.0455498211675,4.0852595469253,53.2755970697397
"251","Fecal","water quality","TidalCreek","Buffer 2km","8","Pop","High","Pop (High)",12.1565174429801,10.6087522485408,13.9106422052547,9.12349568407273,8.01891475904275,10.3633588523146,33.2440751213617
"252","Fecal","water quality","AllHabitats","Buffer 2km","8","Pop","High","Pop (High)",8.16972641951661,7.16319275968072,9.30036715831142,5.75947644008865,5.15853507542886,6.41905683486454,41.848421544908
"253","Fecal","water quality","OpenWater","Buffer 2km","9","Temp","High","Temp (High)",3.80085851245427,3.31412776667413,4.3425034452267,3.53571062245532,3.0455498211675,4.0852595469253,7.49914001205303
"254","Fecal","water quality","TidalCreek","Buffer 2km","9","Temp","High","Temp (High)",9.7071783956297,8.61916299543878,10.918258298586,9.12349568407273,8.01891475904275,10.3633588523146,6.3975775488767
"255","Fecal","water quality","AllHabitats","Buffer 2km","9","Temp","High","Temp (High)",6.15192786184413,5.58145284038341,6.77185119783408,5.75947644008865,5.15853507542886,6.41905683486454,6.81401210401403
"256","Fecal","water quality","OpenWater","Buffer 2km","10","Precip","High","Precip (High)",3.8629196417365,3.36977252427211,4.4117204752954,3.53571062245532,3.0455498211675,4.0852595469253,9.25440609316495
"257","Fecal","water quality","TidalCreek","Buffer 2km","10","Precip","High","Precip (High)",9.86237732692018,8.75740336504884,11.092483704736,9.12349568407273,8.01891475904275,10.3633588523146,8.09866819071724
"258","Fecal","water quality","AllHabitats","Buffer 2km","10","Precip","High","Precip (High)",6.24995099380147,5.67103488454103,6.87910576428341,5.75947644008865,5.15853507542886,6.41905683486454,8.51595728908433
"259","Fecal","water quality","OpenWater","Buffer 2km","11","Temp + Precip","High","Temp + Precip (High)",3.8629196417365,3.36977252427211,4.4117204752954,3.53571062245532,3.0455498211675,4.0852595469253,9.25440609316495
"260","Fecal","water quality","TidalCreek","Buffer 2km","11","Temp + Precip","High","Temp + Precip (High)",9.86237732692018,8.75740336504884,11.092483704736,9.12349568407273,8.01891475904275,10.3633588523146,8.09866819071724
"261","Fecal","water quality","AllHabitats","Buffer 2km","11","Temp + Precip","High","Temp + Precip (High)",6.24995099380147,5.67103488454103,6.87910576428341,5.75947644008865,5.15853507542886,6.41905683486454,8.51595728908433
"262","Fecal","water quality","OpenWater","Buffer 2km","12","Pop + Temp","High","Pop + Temp (High)",5.4193815672266,4.55415861573797,6.41938834603724,3.53571062245532,3.0455498211675,4.0852595469253,53.2755970697397
"263","Fecal","water quality","TidalCreek","Buffer 2km","12","Pop + Temp","High","Pop + Temp (High)",12.1565174429801,10.6087522485408,13.9106422052547,9.12349568407273,8.01891475904275,10.3633588523146,33.2440751213617
"264","Fecal","water quality","AllHabitats","Buffer 2km","12","Pop + Temp","High","Pop + Temp (High)",8.16972641951661,7.16319275968072,9.30036715831142,5.75947644008865,5.15853507542886,6.41905683486454,41.848421544908
"265","Fecal","water quality","OpenWater","Buffer 2km","13","Pop + Precip","High","Pop + Precip (High)",5.50236548944012,4.62504236787921,6.51652239984866,3.53571062245532,3.0455498211675,4.0852595469253,55.6226195236274
"266","Fecal","water quality","TidalCreek","Buffer 2km","13","Pop + Precip","High","Pop + Precip (High)",12.347219173278,10.7742594866752,14.1303154020963,9.12349568407273,8.01891475904275,10.3633588523146,35.3343016847484
"267","Fecal","water quality","AllHabitats","Buffer 2km","13","Pop + Precip","High","Pop + Precip (High)",8.29540516239493,7.2732015197179,9.44390819287387,5.75947644008865,5.15853507542886,6.41905683486454,44.0305425099934
"268","Fecal","water quality","OpenWater","Buffer 2km","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",5.50236548944012,4.62504236787921,6.51652239984866,3.53571062245532,3.0455498211675,4.0852595469253,55.6226195236274
"269","Fecal","water quality","TidalCreek","Buffer 2km","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",12.347219173278,10.7742594866752,14.1303154020963,9.12349568407273,8.01891475904275,10.3633588523146,35.3343016847484
"270","Fecal","water quality","AllHabitats","Buffer 2km","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",8.29540516239493,7.2732015197179,9.44390819287387,5.75947644008865,5.15853507542886,6.41905683486454,44.0305425099934
"271","entero","water quality","OpenWater","Buffer 3km","0","Baseline","NA","Baseline (NA)",3.17502295515313,2.35121003737348,4.20135010389172,3.17502295515313,2.35121003737348,4.20135010389172,0
"272","entero","water quality","TidalCreek","Buffer 3km","0","Baseline","NA","Baseline (NA)",6.49361351376829,5.03645067222654,8.30252669041001,6.49361351376829,5.03645067222654,8.30252669041001,0
"273","entero","water quality","AllHabitats","Buffer 3km","0","Baseline","NA","Baseline (NA)",4.58331325821278,3.66186484370735,5.68689204523225,4.58331325821278,3.66186484370735,5.68689204523225,0
"274","entero","water quality","OpenWater","Buffer 3km","1","Pop","Low","Pop (Low)",3.94088392068809,2.87464814810966,5.30052923118302,3.17502295515313,2.35121003737348,4.20135010389172,24.1214308164907
"275","entero","water quality","TidalCreek","Buffer 3km","1","Pop","Low","Pop (Low)",7.50486837730868,5.75169149792157,9.71328364715894,6.49361351376829,5.03645067222654,8.30252669041001,15.5730682369107
"276","entero","water quality","AllHabitats","Buffer 3km","1","Pop","Low","Pop (Low)",5.47156100393156,4.28437671902885,6.92545725909272,4.58331325821278,3.66186484370735,5.68689204523225,19.3800357007488
"277","entero","water quality","OpenWater","Buffer 3km","2","Temp","Low","Temp (Low)",6.15843333069679,4.48813390764376,8.33708408219785,3.17502295515313,2.35121003737348,4.20135010389172,93.9650017553899
"278","entero","water quality","TidalCreek","Buffer 3km","2","Temp","Low","Temp (Low)",11.8509986632286,8.69843335301186,16.0283344362021,6.49361351376829,5.03645067222654,8.30252669041001,82.5023715701762
"279","entero","water quality","AllHabitats","Buffer 3km","2","Temp","Low","Temp (Low)",8.57401450262399,6.49594287294231,11.228181997934,4.58331325821278,3.66186484370735,5.68689204523225,87.0702267024916
"280","entero","water quality","OpenWater","Buffer 3km","3","Precip","Low","Precip (Low)",3.20193519264551,2.37309785653616,4.23443437283617,3.17502295515313,2.35121003737348,4.20135010389172,0.847623399028016
"281","entero","water quality","TidalCreek","Buffer 3km","3","Precip","Low","Precip (Low)",6.54775457289404,5.08094300305727,8.36838234859318,6.49361351376829,5.03645067222654,8.30252669041001,0.833758569261242
"282","entero","water quality","AllHabitats","Buffer 3km","3","Precip","Low","Precip (Low)",4.62146408395586,3.69436046617809,5.73166423304802,4.58331325821278,3.66186484370735,5.68689204523225,0.832385298445891
"283","entero","water quality","OpenWater","Buffer 3km","4","Temp + Precip","Low","Temp + Precip (Low)",6.20457665971283,4.52343679989506,8.39739635414405,3.17502295515313,2.35121003737348,4.20135010389172,95.4183244452668
"284","entero","water quality","TidalCreek","Buffer 3km","4","Temp + Precip","Low","Temp + Precip (Low)",11.9438466166455,8.76872653765715,16.1509730146902,6.49361351376829,5.03645067222654,8.30252669041001,83.9322064875155
"285","entero","water quality","AllHabitats","Buffer 3km","4","Temp + Precip","Low","Temp + Precip (Low)",8.63943382302736,6.54719732539134,11.3116808031392,4.58331325821278,3.66186484370735,5.68689204523225,88.4975635812472
"286","entero","water quality","OpenWater","Buffer 3km","5","Pop + Temp","Low","Pop + Temp (Low)",7.4715673472651,5.3169152448756,10.3611550158865,3.17502295515313,2.35121003737348,4.20135010389172,135.323254439424
"287","entero","water quality","TidalCreek","Buffer 3km","5","Pop + Temp","Low","Pop + Temp (Low)",13.5852267329927,9.81719116123141,18.6658111779721,6.49361351376829,5.03645067222654,8.30252669041001,109.209043688668
"288","entero","water quality","AllHabitats","Buffer 3km","5","Pop + Temp","Low","Pop + Temp (Low)",10.0971417939193,7.47633414078708,13.52828002636,4.58331325821278,3.66186484370735,5.68689204523225,120.302240433302
"289","entero","water quality","OpenWater","Buffer 3km","6","Pop + Precip","Low","Pop + Precip (Low)",3.97273290521445,2.89977871776084,5.34089119825773,3.17502295515313,2.35121003737348,4.20135010389172,25.1245411869109
"290","entero","water quality","TidalCreek","Buffer 3km","6","Pop + Precip","Low","Pop + Precip (Low)",7.56631571253975,5.80117007284179,9.78957945485456,6.49361351376829,5.03645067222654,8.30252669041001,16.5193416038239
"291","entero","water quality","AllHabitats","Buffer 3km","6","Pop + Precip","Low","Pop + Precip (Low)",5.515781233879,4.32091210836221,6.97897131603582,4.58331325821278,3.66186484370735,5.68689204523225,20.3448449436736
"292","entero","water quality","OpenWater","Buffer 3km","7","Pop + Temp + Precip","Low","Pop + Temp + Precip (Low)",7.52617515058291,5.35736258178222,10.4348775554718,3.17502295515313,2.35121003737348,4.20135010389172,137.043172817626
"293","entero","water quality","TidalCreek","Buffer 3km","7","Pop + Temp + Precip","Low","Pop + Temp + Precip (Low)",13.69060441513,9.89530244180294,18.8079731365515,6.49361351376829,5.03645067222654,8.30252669041001,110.831833248192
"294","entero","water quality","AllHabitats","Buffer 3km","7","Pop + Temp + Precip","Low","Pop + Temp + Precip (Low)",10.172968655721,7.53402390943188,13.6279445554113,4.58331325821278,3.66186484370735,5.68689204523225,121.956651937159
"295","entero","water quality","OpenWater","Buffer 3km","8","Pop","High","Pop (High)",4.27154167665642,3.03969534820355,5.87902162252988,3.17502295515313,2.35121003737348,4.20135010389172,34.5357730319279
"296","entero","water quality","TidalCreek","Buffer 3km","8","Pop","High","Pop (High)",7.92919546493997,5.9879291964707,10.4097509304148,6.49361351376829,5.03645067222654,8.30252669041001,22.1075976900664
"297","entero","water quality","AllHabitats","Buffer 3km","8","Pop","High","Pop (High)",5.84966694187352,4.47480613382352,7.56978969990088,4.58331325821278,3.66186484370735,5.68689204523225,27.6296559348541
"298","entero","water quality","OpenWater","Buffer 3km","9","Temp","High","Temp (High)",7.41522475425451,5.0443252530013,10.7161146530714,3.17502295515313,2.35121003737348,4.20135010389172,133.548697410816
"299","entero","water quality","TidalCreek","Buffer 3km","9","Temp","High","Temp (High)",14.1081244928426,9.66626796895011,20.399746036354,6.49361351376829,5.03645067222654,8.30252669041001,117.261536476253
"300","entero","water quality","AllHabitats","Buffer 3km","9","Temp","High","Temp (High)",10.2552386188368,7.19980610629584,14.4491941302965,4.58331325821278,3.66186484370735,5.68689204523225,123.751640812693
"301","entero","water quality","OpenWater","Buffer 3km","10","Precip","High","Precip (High)",3.22902090667554,2.39496336603359,4.26798551290225,3.17502295515313,2.35121003737348,4.20135010389172,1.70071058651008
"302","entero","water quality","TidalCreek","Buffer 3km","10","Precip","High","Precip (High)",6.60228679901524,5.12538292013555,8.43529005909112,6.49361351376829,5.03645067222654,8.30252669041001,1.67354101097229
"303","entero","water quality","AllHabitats","Buffer 3km","10","Precip","High","Precip (High)",4.65987559460727,3.72676770392771,5.777187658241,4.58331325821278,3.66186484370735,5.68689204523225,1.67045829253118
"304","entero","water quality","OpenWater","Buffer 3km","11","Temp + Precip","High","Temp + Precip (High)",7.5240636524382,5.12192486586992,10.8687606827551,3.17502295515313,2.35121003737348,4.20135010389172,136.97666941987
"305","entero","water quality","TidalCreek","Buffer 3km","11","Temp + Precip","High","Temp + Precip (High)",14.3272243329318,9.82046893900835,20.7110558771722,6.49361351376829,5.03645067222654,8.30252669041001,120.635618404977
"306","entero","water quality","AllHabitats","Buffer 3km","11","Temp + Precip","High","Temp + Precip (High)",10.4095784033846,7.31162116398761,14.6622248264894,4.58331325821278,3.66186484370735,5.68689204523225,127.119069043161
"307","entero","water quality","OpenWater","Buffer 3km","12","Pop + Temp","High","Pop + Temp (High)",9.62538062353155,6.30301694923061,14.459188193013,3.17502295515313,2.35121003737348,4.20135010389172,203.159402608708
"308","entero","water quality","TidalCreek","Buffer 3km","12","Pop + Temp","High","Pop + Temp (High)",17.0024492132368,11.3670880904938,25.2056981646542,6.49361351376829,5.03645067222654,8.30252669041001,161.833402576035
"309","entero","water quality","AllHabitats","Buffer 3km","12","Pop + Temp","High","Pop + Temp (High)",12.8080441352529,8.68928892098666,18.6776135375759,4.58331325821278,3.66186484370735,5.68689204523225,179.449459674228
"310","entero","water quality","OpenWater","Buffer 3km","13","Pop + Precip","High","Pop + Precip (High)",4.33972152978828,3.09196838510927,5.96794875528421,3.17502295515313,2.35121003737348,4.20135010389172,36.6831544554607
"311","entero","water quality","TidalCreek","Buffer 3km","13","Pop + Precip","High","Pop + Precip (High)",8.05868773245608,6.09008212669278,10.573888985744,6.49361351376829,5.03645067222654,8.30252669041001,24.1017457440205
"312","entero","water quality","AllHabitats","Buffer 3km","13","Pop + Precip","High","Pop + Precip (High)",5.94359441474504,4.55022968966928,7.68675822303696,4.58331325821278,3.66186484370735,5.68689204523225,29.6789915918314
"313","entero","water quality","OpenWater","Buffer 3km","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",9.76280472729809,6.39636664835988,14.6614688136961,3.17502295515313,2.35121003737348,4.20135010389172,207.487689544193
"314","entero","water quality","TidalCreek","Buffer 3km","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",17.2635228988358,11.5452177318786,25.5883204106295,6.49361351376829,5.03645067222654,8.30252669041001,165.853871072435
"315","entero","water quality","AllHabitats","Buffer 3km","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",12.9973897927759,8.82085211326155,18.9500938158245,4.58331325821278,3.66186484370735,5.68689204523225,183.580655751296
"316","trawlabund","biological","OpenWater","HUC 12","0","Baseline","NA","Baseline (NA)",0.01374938281856,0.0121640533994521,0.0155413267011659,0.01374938281856,0.0121640533994521,0.0155413267011659,0
"317","trawlabund","biological","TidalCreek","HUC 12","0","Baseline","NA","Baseline (NA)",0.0339260447294022,0.0299157677789155,0.0384739084581543,0.0339260447294022,0.0299157677789155,0.0384739084581543,0
"318","trawlabund","biological","AllHabitats","HUC 12","0","Baseline","NA","Baseline (NA)",0.0215376870258073,0.0195389495125503,0.0237408854618142,0.0215376870258073,0.0195389495125503,0.0237408854618142,0
"319","trawlabund","biological","OpenWater","HUC 12","1","Pop","Low","Pop (Low)",0.0118950928310738,0.0102962396420073,0.0137422241885852,0.01374938281856,0.0121640533994521,0.0155413267011659,-13.4863507108345
"320","trawlabund","biological","TidalCreek","HUC 12","1","Pop","Low","Pop (Low)",0.0290667581911077,0.0250839222868263,0.0336819904829653,0.0339260447294022,0.0299157677789155,0.0384739084581543,-14.3231743548436
"321","trawlabund","biological","AllHabitats","HUC 12","1","Pop","Low","Pop (Low)",0.0185432594050907,0.0163818409162182,0.0209898552380683,0.0215376870258073,0.0195389495125503,0.0237408854618142,-13.9031996199432
"322","trawlabund","biological","OpenWater","HUC 12","2","Temp","Low","Temp (Low)",0.0077726352942291,0.00569257479383407,0.0106127475887596,0.01374938281856,0.0121640533994521,0.0155413267011659,-43.4692058778304
"323","trawlabund","biological","TidalCreek","HUC 12","2","Temp","Low","Temp (Low)",0.0188119832160802,0.0136840413057717,0.0258615641837341,0.0339260447294022,0.0299157677789155,0.0384739084581543,-44.5500253090902
"324","trawlabund","biological","AllHabitats","HUC 12","2","Temp","Low","Temp (Low)",0.0120591896401096,0.00888659185559621,0.0163644349981649,0.0215376870258073,0.0195389495125503,0.0237408854618142,-44.0088918291933
"325","trawlabund","biological","OpenWater","HUC 12","3","Precip","Low","Precip (Low)",0.0132202948340654,0.0117190958464666,0.0149137952099192,0.01374938281856,0.0121640533994521,0.0155413267011659,-3.84808533936769
"326","trawlabund","biological","TidalCreek","HUC 12","3","Precip","Low","Precip (Low)",0.0320014771018675,0.0282925726210757,0.036196585952685,0.0339260447294022,0.0299157677789155,0.0384739084581543,-5.67283231182776
"327","trawlabund","biological","AllHabitats","HUC 12","3","Precip","Low","Precip (Low)",0.0205126645586268,0.0186644866258954,0.0225438510969256,0.0215376870258073,0.0195389495125503,0.0237408854618142,-4.75920402201157
"328","trawlabund","biological","OpenWater","HUC 12","4","Temp + Precip","Low","Temp + Precip (Low)",0.00775212080958648,0.00567848250921903,0.0105829994102929,0.01374938281856,0.0121640533994521,0.0155413267011659,-43.6184088268889
"329","trawlabund","biological","TidalCreek","HUC 12","4","Temp + Precip","Low","Temp + Precip (Low)",0.018765036611714,0.0136516961667312,0.0257936152942732,0.0339260447294022,0.0299157677789155,0.0384739084581543,-44.6884045535339
"330","trawlabund","biological","AllHabitats","HUC 12","4","Temp + Precip","Low","Temp + Precip (Low)",0.0120282229542454,0.00886512340611602,0.0163199248120137,0.0215376870258073,0.0195389495125503,0.0237408854618142,-44.1526708980741
"331","trawlabund","biological","OpenWater","HUC 12","5","Pop + Temp","Low","Pop + Temp (Low)",0.00697504842555566,0.0050940687646226,0.00955057789496701,0.01374938281856,0.0121640533994521,0.0155413267011659,-49.2700980283988
"332","trawlabund","biological","TidalCreek","HUC 12","5","Pop + Temp","Low","Pop + Temp (Low)",0.017044175176781,0.0123514982493943,0.0235197302862461,0.0339260447294022,0.0299157677789155,0.0384739084581543,-49.760794950525
"333","trawlabund","biological","AllHabitats","HUC 12","5","Pop + Temp","Low","Pop + Temp (Low)",0.0108734025160586,0.00798534946780424,0.0148059747106773,0.0215376870258073,0.0195389495125503,0.0237408854618142,-49.5145300280867
"334","trawlabund","biological","OpenWater","HUC 12","6","Pop + Precip","Low","Pop + Precip (Low)",0.0118636978549854,0.0102684663804936,0.013706752457383,0.01374938281856,0.0121640533994521,0.0155413267011659,-13.7146880587914
"335","trawlabund","biological","TidalCreek","HUC 12","6","Pop + Precip","Low","Pop + Precip (Low)",0.0289942200869997,0.0250190685112232,0.033600963124437,0.0339260447294022,0.0299157677789155,0.0384739084581543,-14.5369867950693
"336","trawlabund","biological","AllHabitats","HUC 12","6","Pop + Precip","Low","Pop + Precip (Low)",0.0184956423341239,0.0163383362539883,0.0209377980740439,0.0215376870258073,0.0195389495125503,0.0237408854618142,-14.1242868281923
"337","trawlabund","biological","OpenWater","HUC 12","7","Pop + Temp + Precip","Low","Pop + Temp + Precip (Low)",0.00695663902920667,0.00508126893154917,0.00952416162864399,0.01374938281856,0.0121640533994521,0.0155413267011659,-49.4039905571903
"338","trawlabund","biological","TidalCreek","HUC 12","7","Pop + Temp + Precip","Low","Pop + Temp + Precip (Low)",0.0170016402595646,0.0123219132775039,0.0234586760193626,0.0339260447294022,0.0299157677789155,0.0384739084581543,-49.8861703591695
"339","trawlabund","biological","AllHabitats","HUC 12","7","Pop + Temp + Precip","Low","Pop + Temp + Precip (Low)",0.010845480802408,0.00796577507212024,0.0147662283670399,0.0215376870258073,0.0195389495125503,0.0237408854618142,-49.6441712175846
"340","trawlabund","biological","OpenWater","HUC 12","8","Pop","High","Pop (High)",0.0114099255692508,0.00967752261429292,0.0134524512816502,0.01374938281856,0.0121640533994521,0.0155413267011659,-17.0149982743314
"341","trawlabund","biological","TidalCreek","HUC 12","8","Pop","High","Pop (High)",0.0279841759848192,0.023711997031693,0.0330260713385985,0.0339260447294022,0.0299157677789155,0.0384739084581543,-17.5141806007036
"342","trawlabund","biological","AllHabitats","HUC 12","8","Pop","High","Pop (High)",0.0178195441237048,0.0153963146628696,0.0206241662196244,0.0215376870258073,0.0195389495125503,0.0237408854618142,-17.2634271156753
"343","trawlabund","biological","OpenWater","HUC 12","9","Temp","High","Temp (High)",0.0067540281596834,0.00460608286620856,0.00990362043124624,0.01374938281856,0.0121640533994521,0.0155413267011659,-50.8775902976075
"344","trawlabund","biological","TidalCreek","HUC 12","9","Temp","High","Temp (High)",0.0163466648789288,0.0110724182909232,0.024133251259398,0.0339260447294022,0.0299157677789155,0.0384739084581543,-51.8167678864082
"345","trawlabund","biological","AllHabitats","HUC 12","9","Temp","High","Temp (High)",0.0104788277500598,0.00717756714205845,0.0152984749347719,0.0215376870258073,0.0195389495125503,0.0237408854618142,-51.3465501773534
"346","trawlabund","biological","OpenWater","HUC 12","10","Precip","High","Precip (High)",0.0131854022236344,0.0116881902563774,0.0148744012533645,0.01374938281856,0.0121640533994521,0.0155413267011659,-4.10186116982887
"347","trawlabund","biological","TidalCreek","HUC 12","10","Precip","High","Precip (High)",0.0319216152038752,0.0282206150299932,0.0361079840443337,0.0339260447294022,0.0299157677789155,0.0384739084581543,-5.90823227851788
"348","trawlabund","biological","AllHabitats","HUC 12","10","Precip","High","Precip (High)",0.0204599902696753,0.0186159882399464,0.02248664945635,0.0215376870258073,0.0195389495125503,0.0237408854618142,-5.00377201526158
"349","trawlabund","biological","OpenWater","HUC 12","11","Temp + Precip","High","Temp + Precip (High)",0.00671842310282,0.0045832994440691,0.00984819114249979,0.01374938281856,0.0121640533994521,0.0155413267011659,-51.136547789251
"350","trawlabund","biological","TidalCreek","HUC 12","11","Temp + Precip","High","Temp + Precip (High)",0.0162651782196396,0.0110202184737976,0.0240064226626418,0.0339260447294022,0.0299157677789155,0.0384739084581543,-52.0569569798883
"351","trawlabund","biological","AllHabitats","HUC 12","11","Temp + Precip","High","Temp + Precip (High)",0.0104250798708946,0.00714293020022705,0.0152153650207973,0.0215376870258073,0.0195389495125503,0.0237408854618142,-51.5961028758435
"352","trawlabund","biological","OpenWater","HUC 12","12","Pop + Temp","High","Pop + Temp (High)",0.00581375571603776,0.00394104742442659,0.00857633818772923,0.01374938281856,0.0121640533994521,0.0155413267011659,-57.7162423015097
"353","trawlabund","biological","TidalCreek","HUC 12","12","Pop + Temp","High","Pop + Temp (High)",0.0142589153717882,0.00959653810238134,0.0211864596806389,0.0339260447294022,0.0299157677789155,0.0384739084581543,-57.970593137164
"354","trawlabund","biological","AllHabitats","HUC 12","12","Pop + Temp","High","Pop + Temp (High)",0.0090796803079565,0.00617973525264967,0.0133404735193705,0.0215376870258073,0.0195389495125503,0.0237408854618142,-57.8428254757492
"355","trawlabund","biological","OpenWater","HUC 12","13","Pop + Precip","High","Pop + Precip (High)",0.0113497761237502,0.00962486848341382,0.0133838107275166,0.01374938281856,0.0121640533994521,0.0155413267011659,-17.4524684233143
"356","trawlabund","biological","TidalCreek","HUC 12","13","Pop + Precip","High","Pop + Precip (High)",0.0278446773757235,0.0235886269875836,0.0328686387116231,0.0339260447294022,0.0299157677789155,0.0384739084581543,-17.9253650173025
"357","trawlabund","biological","AllHabitats","HUC 12","13","Pop + Precip","High","Pop + Precip (High)",0.0177281443290727,0.0153139636792544,0.0205229101971943,0.0215376870258073,0.0195389495125503,0.0237408854618142,-17.6877985652306
"358","trawlabund","biological","OpenWater","HUC 12","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",0.00578310747206165,0.00392121968260381,0.00852906359258282,0.01374938281856,0.0121640533994521,0.0155413267011659,-57.9391486266921
"359","trawlabund","biological","TidalCreek","HUC 12","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",0.0141878359566695,0.00955060716946199,0.0210766379102057,0.0339260447294022,0.0299157677789155,0.0384739084581543,-58.1801059633291
"360","trawlabund","biological","AllHabitats","HUC 12","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",0.00903310891927724,0.00614941978444565,0.0132690659619494,0.0215376870258073,0.0195389495125503,0.0237408854618142,-58.0590575559325
"361","trawlsprichopen","biological","OpenWater","HUC 12","0","Baseline","NA","Baseline (NA)",10.2712673046913,9.68447052828258,10.8580640811,10.2712673046913,9.68447052828258,10.8580640811,0
"362","trawlsprichopen","biological","TidalCreek","HUC 12","0","Baseline","NA","Baseline (NA)",13.968931973431,12.5505702106608,15.3872937362013,13.968931973431,12.5505702106608,15.3872937362013,0
"363","trawlsprichopen","biological","AllHabitats","HUC 12","0","Baseline","NA","Baseline (NA)",12.1087011659763,11.239841837715,12.9775604942375,12.1087011659763,11.239841837715,12.9775604942375,0
"364","trawlsprichopen","biological","OpenWater","HUC 12","1","Pop","Low","Pop (Low)",10.1252394212681,9.55205251934469,10.6984263231916,10.2712673046913,9.68447052828258,10.8580640811,-1.42171242448808
"365","trawlsprichopen","biological","TidalCreek","HUC 12","1","Pop","Low","Pop (Low)",13.7565246641645,12.3400280050992,15.1730213232299,13.968931973431,12.5505702106608,15.3872937362013,-1.52056942986394
"366","trawlsprichopen","biological","AllHabitats","HUC 12","1","Pop","Low","Pop (Low)",11.9296881917826,11.0677334684172,12.7916429151481,12.1087011659763,11.239841837715,12.9775604942375,-1.47838295569346
"367","trawlsprichopen","biological","OpenWater","HUC 12","2","Temp","Low","Temp (Low)",8.31691968916512,6.47193964129684,10.1618997370334,10.2712673046913,9.68447052828258,10.8580640811,-19.0273269846025
"368","trawlsprichopen","biological","TidalCreek","HUC 12","2","Temp","Low","Temp (Low)",11.9482049320615,9.63661381256276,14.2597960515603,13.968931973431,12.5505702106608,15.3872937362013,-14.4658664328305
"369","trawlsprichopen","biological","AllHabitats","HUC 12","2","Temp","Low","Temp (Low)",10.1213684596796,8.13432064380158,12.1084162755576,12.1087011659763,11.239841837715,12.9775604942375,-16.4124349841978
"370","trawlsprichopen","biological","OpenWater","HUC 12","3","Precip","Low","Precip (Low)",10.1818604661104,9.60602246834023,10.7576984638806,10.2712673046913,9.68447052828258,10.8580640811,-0.870455766836678
"371","trawlsprichopen","biological","TidalCreek","HUC 12","3","Precip","Low","Precip (Low)",13.8126888904973,12.3983878985045,15.2269898824901,13.968931973431,12.5505702106608,15.3872937362013,-1.11850414355866
"372","trawlsprichopen","biological","AllHabitats","HUC 12","3","Precip","Low","Precip (Low)",11.9860822355653,11.1250577950353,12.8471066760953,12.1087011659763,11.239841837715,12.9775604942375,-1.0126513878756
"373","trawlsprichopen","biological","OpenWater","HUC 12","4","Temp + Precip","Low","Temp + Precip (Low)",8.37354073400741,6.53197074774209,10.2151107202727,10.2712673046913,9.68447052828258,10.8580640811,-18.4760703269511
"374","trawlsprichopen","biological","TidalCreek","HUC 12","4","Temp + Precip","Low","Temp + Precip (Low)",12.0043691583943,9.69744571257675,14.3112926042118,13.968931973431,12.5505702106608,15.3872937362013,-14.0638011465252
"375","trawlsprichopen","biological","AllHabitats","HUC 12","4","Temp + Precip","Low","Temp + Precip (Low)",10.1777625034623,8.19501808417878,12.1605069227458,12.1087011659763,11.239841837715,12.9775604942375,-15.9467034163799
"376","trawlsprichopen","biological","OpenWater","HUC 12","5","Pop + Temp","Low","Pop + Temp (Low)",8.31691968916512,6.47193964129684,10.1618997370334,10.2712673046913,9.68447052828258,10.8580640811,-19.0273269846025
"377","trawlsprichopen","biological","TidalCreek","HUC 12","5","Pop + Temp","Low","Pop + Temp (Low)",11.9482049320615,9.63661381256276,14.2597960515603,13.968931973431,12.5505702106608,15.3872937362013,-14.4658664328305
