FISHNET_SIZE,StationCode,RT_RO_Other,Date,StationDepth_m,CHANNEL_WIDTH_log,Logger_DO_mean,Logger_Salin_mean,Logger_Temp_mean,Logger_pH_mean,TOC_sediment,SiltClay,Entero_DHEC,Entero_LOG,FecalColiform_DHEC,Fecal_LOG,Met_Total,PAH_Total,PCB_Total,DDT_Total,PBDE_Total,ERMQ_DDT_tot,ERMQ_met,ERMQ_PAH_tot,ERMQ_PCB_tot,ERMQ_ALL,trawl_SP_RICH,trawl_ABUNDANCE,trawl_ABUNDANCE_area,trawl_SIMPSON_INDEX,benth_SP_RICH,benth_ABUNDANCE,benth_ABUNDANCE_area,benth_SIMPSON_INDEX,BIBI,AMBI,MAMBI,benth_SENSC_ABUND,benth_SENSC_relABUND,benth_TCSENS_ABUND,benth_TCSENS_relABUND,PRCP_1,PRCP_2,PRCP_3,PRCP_4,PRCP_5,PRCP_6,PRCP_7,DAYS_SINCE_RAIN,TAVG_1,TAVG_2,TAVG_3,TAVG_4,TAVG_5,TAVG_6,TAVG_7,DAYMET_10dPRCP_cm,DAYMET_14dPRCP_cm,DAYMET_30dPRCP_cm,DAYMET_45dPRCP_cm,DAYMET_60dPRCP_cm,DAYMET_90dPRCP_cm,DAYMET_10dTAVG_degC,DAYMET_14dTAVG_degC,DAYMET_30dTAVG_degC,DAYMET_45dTAVG_degC,DAYMET_60dTAVG_degC,DAYMET_90dTAVG_degC,DJF_TAVG_diff,DJF_PRCP_diff,MAM_TAVG_diff,MAM_PRCP_diff,JJA_TAVG_diff,JJA_PRCP_diff,ANN_TAVG_diff,ANN_PRCP_diff,preSON_TAVG_diff,preSON_PRCP_diff,preANN_TAVG_diff,preANN_PRCP_diff,PDSI,PHDI,ZNDX,PMDI,SP01,SP02,SP03,SP06,SP09,SP12,SP24,AMO,AO,NAO,ONI,IMPERV_PRCT,WATER_prct,DEVOPEN_prct,DEVLOW_prct,DEVMED_prct,DEVHIGH_prct,BARREN_prct,DECFOREST_prct,EVEFOREST_prct,MIXFOREST_prct,SCRUBSHR_prct,HERBACEOUS_prct,PASTURE_prct,CROPS_prct,WOODYWET_prct,EMERGWET_prct,DEVALLCAT_prct,DEVHIGHCAT_prct,DEVLOWCAT_prct,AGRCAT_prct,FORCAT_prct,MARCAT_prct,WATCAT_prct,GROUP_A_prct,GROUP_B_prct,GROUP_C_prct,GROUP_D_prct,GROUP_AD_prct,GROUP_BD_prct,GROUP_CD_prct,POORLY_DRAINED_prct,WELL_DRAINED_prct,POPULATION_2010,census2010_personsPERha
400,RO12324,OpenWater,8/21/2012,5.5,5.48,5.75,0.2,29.3,7.2,0.54,9.35,48.75,1.696793085,22,1.361727836,90.9,1.64,0.13,0.01,0,0.000265488,0.04,0.000178441,0.000755478,0.01,2,4,0.001449275,0.37,10,141,1602.272727,0.75,4,2.27,0.4,53,37.59,0,0,0.06,0.39,0.39,0.88,0.88,0.88,0.88,1,77,78.5,78.5,78.5,79,79.5,79.5,5.3,11.2,28,33.3,36.6,60.5,27.45,27.3,27.84,28.01,27.91,26.68,2.24,-15.78,2.17,0.65,-0.4,7.63,0.79,-17.88,-0.3,-13.62,0.78,-35.56,1.56,-2.06,2.76,0,1.34,0.9,0.85,1.31,0.23,0.02,-1.55,0.43,0.01,-0.98,0.33,5.33,6.68,7.551896922,6.454306848,2.588880935,1.121450728,0.274397518,1.26461465,43.832021,0.310188499,1.002147459,1.109520401,0.715819613,0.310188499,33.38105464,9.5,17.71653543,3.710331663,14.00620377,1.300405631,81.61536626,9.5,6.68,4.04,3.43,9.57,4.49,2.77,6.62,69.05,92.5,7.47,48695.1,1.21
400,RO12330,OpenWater,7/31/2012,4.6,5.96,4.24,30.84,29.87,7.52,1,30.56,10,1.041392685,4,0.698970004,83.85,12.81,0.22,0.06,0,0.001430412,0.04,0.002545261,0.001243633,0.01,10,105,0.038043478,0.3,22,68,772.7272727,0.89,3.5,1.67,0.54,3,4.41,8,11.76,0.02,0.35,0.35,0.35,0.35,0.35,0.35,1,80,79.5,82,83.5,84.5,84.5,84.5,5.5,5.8,6.8,9.2,16.6,28.1,29.33,29.18,29.02,28.02,27.07,26.3,2.24,-15.78,2.17,0.65,-0.4,7.63,0.79,-17.88,-0.3,-13.62,0.78,-35.56,0.71,-3.32,-0.48,-2.23,-0.19,0.05,0.86,0.41,-0.36,-0.69,-1.81,0.37,0.16,-1.32,0.26,2.19,29.14,16.09353508,2.751031637,0.7565337,0.137551582,0.240715268,1.89133425,39.06464924,6.155433287,3.541953232,2.751031637,3.301237964,0.412654746,22.62723521,41.78,19.73865199,0.894085282,18.84456671,3.954607978,79.33287483,41.78,29.14,41.42,4.2,3.43,8.48,12.9,17.75,11.77,54.33,45.62,20410.9,0.51
400,RO12320,OpenWater,8/1/2012,0.9,6.77,3.14,24.65,30.06,7.42,0.91,20.15,15.25,1.210853365,13,1.146128036,67.97,50.31,0.25,0.19,0,0.004244252,0.03,0.002564296,0.001421483,0.01,17,106,0.038405797,0.76,10,99,1125,0.79,3,3.14,0.33,2,2.02,34,34.34,0.03,1.16,2.99,3.27,3.46,3.51,3.51,1,83.5,81.5,80,81.5,82.5,83,84,7.9,7.9,9.1,12.3,21.8,31.7,29.03,29.07,29.01,28.13,27.13,26.34,2.24,-15.78,2.17,0.65,-0.4,7.63,0.79,-17.88,-0.3,-13.62,0.78,-35.56,1.56,-2.06,2.76,0,1.34,0.9,0.85,1.31,0.23,0.02,-1.55,0.43,0.01,-0.98,0.33,1.58,57.2,9.470899471,2.328042328,0.582010582,0.028571429,1.058201058,0.317460317,42.06349206,1.481481481,2.486772487,1.64021164,6.878306878,3.015873016,28.25396825,23.9,12.40952381,0.610582011,11.7989418,10.95238095,83.12169312,23.9,57.2,33.87,16.35,0.49,5.39,30.16,2.61,11.1,49.75,50.22,2320.7,0.05
400,RO13342,OpenWater,7/17/2013,6.1,7.23,5.35,18.5,29.81,7.44,0.37,11.12,0,0,2,0.477121255,132.99,4.36,0,0,0,0,0.05,0.000380421,0,0.01,13,59,0.021376812,0.63,33,316,3590.909091,0.83,4,3.18,0.5,37,11.71,101,31.96,0,0,0.08,1.17,1.41,1.51,1.52,2,84,83.5,82.5,82,81.5,81,81,3.7,5.8,18.9,29.7,30.9,42.5,27.43,27.64,27.42,27.32,26.57,24.38,2.14,11.71,-1.06,7.57,0.2,8.37,0.43,18.03,-0.86,-17.77,0.79,-17.88,3.76,3.76,4.37,3.76,1.84,2.25,2.04,2.59,1.74,1.46,0.68,0.19,-0.01,0.67,-0.38,2.19,28.84,16.02739726,2.739726027,0.753424658,0.136986301,0.239726027,2.020547945,39.65753425,6.232876712,3.116438356,2.260273973,3.390410959,0.410958904,22.70547945,41.96,19.65753425,0.890410959,18.76712329,4.04109589,79.38356164,41.96,28.84,41.42,4.2,3.43,8.48,12.9,17.75,11.77,54.33,45.62,20410.9,0.51
400,RO13340,OpenWater,8/13/2013,4.9,6.8,6.93,21.44,31.22,7.45,0.1,2.62,10,1.041392685,22,1.361727836,94.91,0.14,0,0,0,0,0.03,4.96E-05,0,0.01,13,332,0.120289855,0.58,15,387,4397.727273,0.46,2.5,,,9,2.33,2,0.52,0.03,0.03,0.03,0.03,0.03,0.03,0.03,8,87.5,87.5,87,86.5,86,85.5,85,2.1,4.4,9.4,22.2,32.4,55.1,29,28.66,28.18,27.86,27.64,26.82,2.14,11.71,-1.06,7.57,0.2,8.37,0.43,18.03,-0.86,-17.77,0.79,-17.88,3.57,3.57,0.59,3.57,0.2,1.5,2,1.81,1.93,1.13,0.8,0.19,0.15,0.97,-0.35,1.41,16.05,8.97338403,2.053231939,0.410646388,0.076045627,0.517110266,0.851711027,42.37262357,1.140684411,1.536121673,1.247148289,12.63878327,2.3878327,25.6730038,18.2,11.51330798,0.486692015,11.02661597,15.54372624,85.46007605,18.2,16.05,17.99,22.57,1.93,0,53.04,0,4.45,59.42,40.56,18189.4,0.45
400,RO13344,OpenWater,8/6/2013,8.8,8.07,6.86,30.58,27.84,7.9,0.11,4.48,3.33,0.636487896,94,1.977723605,119.98,4.42,0,0,0,0,0.04,0.000222861,0,0.01,11,18,0.006521739,0.78,26,182,2068.181818,0.9,4,,,25,13.74,4,2.2,0,0,0,0,0.01,0.61,0.63,4,83,84.5,84.5,84,83,82.5,83,3.8,5.3,17.8,34.5,47.9,64.9,28,27.82,27.66,27.58,27.39,26.15,2.14,11.71,-1.06,7.57,0.2,8.37,0.43,18.03,-0.86,-17.77,0.79,-17.88,3.57,3.57,0.59,3.57,0.2,1.5,2,1.81,1.93,1.13,0.8,0.19,0.15,0.97,-0.35,26.87,18.56,20.89859199,25.5339345,14.95016611,7.799398829,1.882613511,0.727732954,16.73785793,0.158202816,1.028318304,0.79101408,0.474608448,0.079101408,8.79607657,18.23,69.18209144,22.74956494,46.4325265,2.436323367,28.71381111,18.23,18.56,18.38,18.69,8.96,3.28,24.34,1.39,24.92,62.89,37.07,186906.2,4.67
400,RT13057,TidalCreek,8/14/2013,1,3.43,4.92,19.73,29.78,7.43,0.85,19.98,107.83,2.036748629,130,2.117271296,75.02,14.54,0,0,0,0,0.03,0.000924866,0,0.01,11,61,0.044202899,0.53,12,133,1511.363636,0.58,3,3.94,0.3,3,2.26,83,62.41,0,0.1,0.1,0.1,0.1,0.4,0.4,1,86.5,86.5,85.5,85.5,85.5,84.5,84,1.3,3,6.7,21.3,32.3,44.8,29.63,29.32,28.74,28.37,28.17,27.38,2.14,11.71,-1.06,7.57,0.2,8.37,0.43,18.03,-0.86,-17.77,0.79,-17.88,3.57,3.57,0.59,3.57,0.2,1.5,2,1.81,1.93,1.13,0.8,0.19,0.15,0.97,-0.35,1.58,56.94,9.44591029,2.321899736,0.580474934,0.028496042,1.055408971,0.527704485,42.58575198,1.530343008,1.794195251,1.424802111,7.071240106,3.060686016,28.28496042,24.11,12.376781,0.608970976,11.76781003,11.18733509,83.21899736,24.11,56.94,33.87,16.35,0.49,5.39,30.16,2.61,11.1,49.75,50.22,2320.7,0.05
400,RT13062,TidalCreek,8/14/2013,0.6,3.25,5.43,18.59,28.2,7.55,0.73,18.4,17.75,1.273001272,49,1.698970004,68.88,6.98,0,0,0,0,0.03,0.000528121,0,0.01,11,46,0.033333333,0.6,23,263,2988.636364,0.58,3,3.69,0.35,7,2.66,158,60.08,0,0.1,0.1,0.1,0.1,0.4,0.4,1,86.5,86.5,85.5,85.5,85.5,84.5,84,1.8,3.3,6.6,19.8,29.9,41.2,29.55,29.25,28.64,28.29,28.1,27.31,2.14,11.71,-1.06,7.57,0.2,8.37,0.43,18.03,-0.86,-17.77,0.79,-17.88,3.57,3.57,0.59,3.57,0.2,1.5,2,1.81,1.93,1.13,0.8,0.19,0.15,0.97,-0.35,1.58,56.94,9.44591029,2.321899736,0.580474934,0.028496042,1.055408971,0.527704485,42.58575198,1.530343008,1.794195251,1.424802111,7.071240106,3.060686016,28.28496042,24.11,12.376781,0.608970976,11.76781003,11.18733509,83.21899736,24.11,56.94,33.87,16.35,0.49,5.39,30.16,2.61,11.1,49.75,50.22,2320.7,0.05
400,RT13055,TidalCreek,7/17/2013,4.9,4.57,3.42,5.29,29.55,6.79,0.97,19.9,95.5,1.984527313,79,1.903089987,92.27,40.91,0.08,0.6,0,0.01,0.04,0.00300362,0.000493617,0.01,5,9,0.006521739,0.69,3,10,113.6363636,0.54,1.5,3.75,0.19,0,0,0,0,0,0,0.31,0.65,0.8,1.2,1.2,2,84,83.5,83,82.5,82,81,81.5,4.4,6.7,23.4,38.1,40,51.1,27.18,27.32,27.07,26.97,26.19,24.02,2.14,11.71,-1.06,7.57,0.2,8.37,0.43,18.03,-0.86,-17.77,0.79,-17.88,3.76,3.76,4.37,3.76,1.84,2.25,2.04,2.59,1.74,1.46,0.68,0.19,-0.01,0.67,-0.38,0.18,6.18,2.695054575,0.242554912,0.013475273,0.000910036,0.067376364,2.506400755,43.36342811,1.778736019,1.26667565,1.010645466,2.519876027,0.552486188,43.88896375,19.61,2.951994796,0.014385309,2.937609487,3.13973858,96.33472578,19.61,6.18,26.36,2.52,0.73,5.43,5.66,14.83,44.43,71.08,28.88,1302.8,0.03
400,RT13052,TidalCreek,8/9/2013,5,3.55,4.49,31.61,29.49,7.52,1.19,23.88,5,0.77815125,13,1.146128036,98.72,16.47,0,0,0,0,0.04,0.001060631,0,0.01,17,46,0.033333333,0.88,27,292,3318.181818,0.83,4,3.17,0.33,42,14.38,65,22.26,0.05,0.05,0.05,0.05,0.22,0.22,0.22,4,85.5,85,84,84,84,84,84.5,4.8,5,13,20.4,31.2,53.4,28.53,28.48,28.02,27.93,27.8,26.67,2.14,11.71,-1.06,7.57,0.2,8.37,0.43,18.03,-0.86,-17.77,0.79,-17.88,3.57,3.57,0.59,3.57,0.2,1.5,2,1.81,1.93,1.13,0.8,0.19,0.15,0.97,-0.35,7.96,55.4,18.61489191,13.1305044,3.162530024,0.600480384,3.042433947,0.320256205,31.14491593,0.600480384,1.961569255,1.200960769,9.087269816,1.160928743,15.73258607,19.62,35.50840673,3.763010408,31.74539632,13.29063251,60.04803843,19.62,55.4,24.26,28.21,0.76,0,38.25,0,8.49,47.5,52.47,42338,1.05
400,RO14354,OpenWater,7/29/2014,2.7,5.16,4.38,33.66,30.16,7.53,1.32,40.02,6.66,0.88422877,0,0,88.89,30.31,0.54,0.16,0,0.003601996,0.04,0.002403355,0.0030044,0.01,9,22,0.007971014,0.82,16,101,1147.727273,0.81,3,3.03,0.39,9,8.91,38,37.62,0,0,0,1.33,1.33,1.33,1.83,3,81,83.5,84.5,84.5,84,84.5,84.5,16.3,17,27,28.1,36,44.5,29.73,29.2,28.93,28.9,28.45,27.3,0.83,-7.04,0.65,7.01,1.05,-3.15,0.55,5.05,0.29,-6.04,0.43,18.03,-1,-1,-0.81,-1,-0.03,-0.82,-0.82,-0.19,-0.08,-0.67,0.69,0.22,-0.48,0.18,0.06,4.17,93.28,20.91836735,6.632653061,1.020408163,0.091836735,7.142857143,0,58.16326531,0.057397959,0.229591837,0.510204082,0.218112245,0,3.06122449,4.76,28.66326531,1.112244898,27.55102041,7.360969388,62.23979592,4.76,93.28,92.49,0,0,6.64,0.85,0,0,7.49,92.49,,
400,RT14076,TidalCreek,8/13/2014,1.8,4.06,4.79,31.6,30.01,7.63,1.64,8.24,10,1.041392685,7.8,0.944482672,57.1,8.74,0,0.15,0,0.003255358,0.03,0.000506131,0,0.01,13,23,0.016666667,0.87,21,472,5363.636364,0.69,3.5,,,214,45.34,7,1.48,0,0.01,0.03,0.71,0.81,0.81,0.81,1,85,84.5,83.5,83.5,83.5,83.5,84,4.7,20.4,33,52,54,72.5,28.78,28.23,28.63,28.6,28.61,27.61,0.83,-7.04,0.65,7.01,1.05,-3.15,0.55,5.05,0.29,-6.04,0.43,18.03,-1.54,-1.54,-1.92,-1.54,-0.61,-0.63,-1.16,-0.55,-0.5,-0.97,0.28,0.33,-0.37,-1.68,0.03,1.9,91.48,10.97308489,3.105590062,0.414078675,0.013975155,8.281573499,0.130434783,44.51345756,0.153726708,0.621118012,0.414078675,8.902691511,3.105590062,18.42650104,3.69,14.50672878,0.42805383,14.07867495,20.28985507,73.16200828,3.69,91.48,27.87,23.89,0,0,35.21,0,13.01,48.22,51.76,,
400,RT14067,TidalCreek,7/30/2014,4.3,5.15,3.53,33.42,29.8,7.6,1.55,30.16,20.66,1.335658452,0,0,82.49,11.38,0.1,0.05,0,0.001250152,0.04,0.000775026,0.000555606,0.01,6,18,0.013043478,0.5,45,445,5056.818182,0.88,4.5,,,170,38.2,58,13.03,0,0,0,0,1.33,1.33,1.33,4,80,80.5,82,83,83,83.5,83.5,13.8,16.6,26.2,27.8,32.7,39,29.35,29.04,28.73,28.73,28.35,27.21,0.83,-7.04,0.65,7.01,1.05,-3.15,0.55,5.05,0.29,-6.04,0.43,18.03,-1,-1,-0.81,-1,-0.03,-0.82,-0.82,-0.19,-0.08,-0.67,0.69,0.22,-0.48,0.18,0.06,3.23,49.16,14.41628583,3.572912339,1.454092231,0.498545908,1.952638139,0.581636892,31.61611965,7.35355214,2.700457,4.570004155,12.21437474,1.0801828,17.78147071,26.77,19.94183631,1.952638139,17.98919817,15.24719568,76.81761529,26.77,49.16,49.8,9.27,0.37,6.77,24.29,8.61,0.84,40.88,59.07,14547.7,0.36
400,RO15367,OpenWater,8/4/2015,6.1,7.64,4.41,29.4,30.04,7.4,0.32,6.62,0,0,2,0.477121255,47.26,9.7,0.06,0.06,0,0.001339653,0.03,0.000502989,0.000335289,0.01,5,14,0.005072464,0.43,55,426,4840.909091,0.92,4.5,1.46,0.71,77,18.08,1,0.23,0.02,0.72,1.58,1.59,1.59,1.59,1.59,1,84.5,83,82.5,82.5,82.5,83.5,83.5,5.6,9.8,12.7,23.5,30.1,37.1,28.28,28.46,28.74,28.54,28.52,27.15,-0.58,3.91,1.07,-5.96,0.83,18.53,1.12,60.59,0.25,5.09,0.55,5.05,0.23,-1.48,0.7,-1.08,0.94,0.14,-0.12,-0.32,0.13,0.63,-0.12,0.17,-0.68,-0.76,1.83,2.19,28.84,16.02739726,2.739726027,0.753424658,0.136986301,0.239726027,2.020547945,39.65753425,6.232876712,3.116438356,2.260273973,3.390410959,0.410958904,22.70547945,41.96,19.65753425,0.890410959,18.76712329,4.04109589,79.38356164,41.96,28.84,41.42,4.2,3.43,8.48,12.9,17.75,11.77,54.33,45.62,20410.9,0.51
400,RO15374,OpenWater,8/5/2015,3,6.05,4.87,34.55,29.8,7.57,1.77,37.93,5,0.77815125,0,0,81.63,75.52,0.12,0.16,0,0.003567722,0.04,0.003443414,0.000709356,0.01,9,37,0.013405797,0.61,8,93,1056.818182,0.72,2,4.27,0.23,0,0,27,29.03,0,0.57,0.68,0.77,2.08,2.1,2.1,1,84,84,83,82.5,82,82.5,83,9.4,13,15.3,25.4,29.1,37.7,28.45,28.43,28.95,28.63,28.71,27.42,-0.58,3.91,1.07,-5.96,0.83,18.53,1.12,60.59,0.25,5.09,0.55,5.05,0.23,-1.48,0.7,-1.08,0.94,0.14,-0.12,-0.32,0.13,0.63,-0.12,0.17,-0.68,-0.76,1.83,1.58,56.94,9.44591029,2.321899736,0.580474934,0.028496042,1.055408971,0.527704485,42.58575198,1.530343008,1.794195251,1.424802111,7.071240106,3.060686016,28.28496042,24.11,12.376781,0.608970976,11.76781003,11.18733509,83.21899736,24.11,56.94,33.87,16.35,0.49,5.39,30.16,2.61,11.1,49.75,50.22,2320.7,0.05
400,RO15378,OpenWater,8/5/2015,4.9,7.41,4.19,31.7,29.98,7.43,0.97,7.4,0,0,0,0,41.83,5.27,0.16,0.04,0,0.001015098,0.02,0.000403338,0.000898111,0.01,4,4,0.001449275,0.75,66,1418,16113.63636,0.91,5,2.11,0.7,455,32.09,8,0.56,0,0.02,0.72,1.58,1.59,1.59,1.59,1,84.5,85,83.5,83,82.5,83,83.5,6,9.1,12.2,23.8,30.4,37.2,28.4,28.32,28.79,28.47,28.53,27.22,-0.58,3.91,1.07,-5.96,0.83,18.53,1.12,60.59,0.25,5.09,0.55,5.05,0.23,-1.48,0.7,-1.08,0.94,0.14,-0.12,-0.32,0.13,0.63,-0.12,0.17,-0.68,-0.76,1.83,2.19,28.84,16.02739726,2.739726027,0.753424658,0.136986301,0.239726027,2.020547945,39.65753425,6.232876712,3.116438356,2.260273973,3.390410959,0.410958904,22.70547945,41.96,19.65753425,0.890410959,18.76712329,4.04109589,79.38356164,41.96,28.84,41.42,4.2,3.43,8.48,12.9,17.75,11.77,54.33,45.62,20410.9,0.51
400,RT15095,TidalCreek,7/21/2015,3.5,4,5.04,0.3,30.91,6.89,3.28,52.68,35.5,1.562292864,17,1.255272505,64.19,82.5,0.26,0,0,0,0.03,0.02,0.001465367,0.01,2,2,0.001449275,0.5,9,88,1000,0.75,3,2.76,0.35,10,11.36,0,0,0,1.67,1.67,1.92,1.92,1.92,1.94,1,87.5,86,85.5,85,84.5,84,84.5,5.4,5.4,13.6,20.3,26,37.9,28.93,28.98,28.33,28.41,27.3,25.27,-0.58,3.91,1.07,-5.96,0.83,18.53,1.12,60.59,0.25,5.09,0.55,5.05,-1.91,-1.91,-2.45,-1.91,-1.03,-0.97,-1.5,-0.52,0.24,0.13,-0.36,0.13,-1.1,-3.18,1.54,5.33,6.7,7.555502507,6.457388398,2.590116973,1.121986154,0.298400573,1.289090475,43.79326808,0.28646455,0.966817856,1.205538315,0.716161375,0.322272619,33.32537598,9.52,17.72499403,3.712103127,14.0128909,1.336834567,81.58271664,9.52,6.7,4.04,3.43,9.57,4.49,2.77,6.62,69.05,92.5,7.47,48695.1,1.21
400,RT15104,TidalCreek,8/12/2015,2.4,4.65,3.89,33.7,29.7,7.68,1.42,30.05,0,0,14,1.176091259,86.64,55.34,1.07,0.13,0.54,0.002975423,0.04,0.002587056,0.005984789,0.01,7,19,0.013768116,0.69,21,182,2068.181818,0.86,4,,,23,12.64,20,10.99,0,0,0,0,0.21,2.02,2.02,4,84.5,83.5,82.5,82,81.5,81.5,82.5,7.7,9.3,13.9,20.3,22.2,28.6,27.78,27.89,28.47,28.28,28.6,27.43,-0.58,3.91,1.07,-5.96,0.83,18.53,1.12,60.59,0.25,5.09,0.55,5.05,0.23,-1.48,0.7,-1.08,0.94,0.14,-0.12,-0.32,0.13,0.63,-0.12,0.17,-0.68,-0.76,1.83,7.96,55.4,18.61489191,13.1305044,3.162530024,0.600480384,3.042433947,0.320256205,31.14491593,0.600480384,1.961569255,1.200960769,9.087269816,1.160928743,15.73258607,19.62,35.50840673,3.763010408,31.74539632,13.29063251,60.04803843,19.62,55.4,24.26,28.21,0.76,0,38.25,0,8.49,47.5,52.47,42338,1.05
400,RT15110,TidalCreek,8/4/2015,4,4.21,3.85,30.99,29.99,7.35,3.2,22.02,6.66,0.88422877,0,0,52.65,12.65,0.16,0.09,0,0.002103818,0.03,0.00094296,0.00094065,0.01,9,71,0.051449275,0.65,17,79,897.7272727,0.83,3,2.21,0.45,0,0,15,18.99,0.02,0.72,1.58,1.59,1.59,1.59,1.59,1,84.5,83,82.5,82.5,82.5,83.5,83.5,6.3,10.7,12.8,22.9,27.9,35.3,28.3,28.5,28.82,28.64,28.62,27.27,-0.58,3.91,1.07,-5.96,0.83,18.53,1.12,60.59,0.25,5.09,0.55,5.05,0.23,-1.48,0.7,-1.08,0.94,0.14,-0.12,-0.32,0.13,0.63,-0.12,0.17,-0.68,-0.76,1.83,2.19,28.84,16.02739726,2.739726027,0.753424658,0.136986301,0.239726027,2.020547945,39.65753425,6.232876712,3.116438356,2.260273973,3.390410959,0.410958904,22.70547945,41.96,19.65753425,0.890410959,18.76712329,4.04109589,79.38356164,41.96,28.84,41.42,4.2,3.43,8.48,12.9,17.75,11.77,54.33,45.62,20410.9,0.51
400,RT16139,TidalCreek,8/9/2016,6.1,4.21,4.75,15.68,30.02,7.13,3.24,56.43,10.33,1.05422991,11,1.079181246,94.41,45.7,0.2,0.37,0,0.008110434,0.05,0.00285255,0.001150078,0.01,2,3,0.002173913,0.44,10,51,579.5454545,0.76,2,2.59,0.36,0,0,7,13.73,0.06,0.06,0.09,0.09,0.1,0.7,1.91,2,85,85.5,85,85,85,84.5,84.5,2.3,2.3,6.2,12.2,14.2,46.6,29,29.55,29.43,29.22,28.89,27.32,2.39,4.19,1.58,7.19,1.84,-20.52,1.4,21.93,1.17,44.75,1.12,60.59,-1.82,-1.82,-2.58,-1.82,-0.82,-1.9,-1.62,-0.73,-0.13,1.61,1.43,0.45,0.47,-1.65,-0.57,0.18,6.85,2.706726215,0.243605359,0.013533631,0.000913978,0.054134524,2.666125321,43.53769116,1.799972933,1.177425903,0.947354175,2.449587224,0.609013398,43.70009474,19.26,2.964779183,0.014447609,2.950331574,3.112735147,96.27825145,19.26,6.85,26.36,2.52,0.73,5.43,5.66,14.83,44.43,71.08,28.88,1302.8,0.03
400,RT16121,TidalCreek,8/3/2016,4,4.23,3.76,32.9,30.36,7.36,2.18,36.09,30.66,1.500510911,6.09,0.850646235,72.03,15.92,0.12,0.21,0,0.004714078,0.04,0.001183863,0.000691372,0.01,18,89,0.064492754,0.76,27,142,1613.636364,0.78,3,2.97,0.44,8,5.63,57,40.14,0.83,0.83,0.83,0.83,0.83,0.83,0.83,14,84,84.5,84.5,85.5,86.5,87.5,87.5,3.8,5.3,9.9,15.9,26.8,45.7,30.98,30.63,30.43,29.87,29.45,28.01,2.39,4.19,1.58,7.19,1.84,-20.52,1.4,21.93,1.17,44.75,1.12,60.59,-1.82,-1.82,-2.58,-1.82,-0.82,-1.9,-1.62,-0.73,-0.13,1.61,1.43,0.45,0.47,-1.65,-0.57,1.6,57.01,9.430979979,2.370916754,0.632244468,0.029636459,1.05374078,0.737618546,42.72918862,1.527924131,1.369863014,1.685985248,6.585879874,3.161222339,28.39831401,24.01,12.46377766,0.661880927,11.80189673,10.80084299,83.03477345,24.01,57.01,33.87,16.35,0.49,5.39,30.16,2.61,11.1,49.75,50.22,2320.7,0.05
400,RT16131,TidalCreek,8/2/2016,2.4,3.36,5.14,27.23,30.46,7.29,1.45,27.8,72.66,1.867231715,350,2.545307116,59.8,9.42,0.17,0.11,0,0.002407028,0.03,0.000676929,0.000972861,0.01,16,658,0.476811594,0.1,11,101,1147.727273,0.42,2,3.79,0.23,1,0.99,77,76.24,0,0,0,0,0,0,0,11,85,85,86.5,87.5,88,88,88,0,1.7,4.5,10.1,19.8,42.3,30.95,30.48,30.33,29.67,29.37,27.79,2.39,4.19,1.58,7.19,1.84,-20.52,1.4,21.93,1.17,44.75,1.12,60.59,-1.82,-1.82,-2.58,-1.82,-0.82,-1.9,-1.62,-0.73,-0.13,1.61,1.43,0.45,0.47,-1.65,-0.57,2.34,28.9,16.08057357,2.867872994,0.853533629,0.170706726,0.204848071,2.014339365,39.56981905,6.350290201,2.765448959,2.150904746,3.243427791,0.512120178,22.90884261,41.81,19.97268692,1.024240355,18.94844657,3.96039604,79.00307272,41.81,28.9,41.42,4.2,3.43,8.48,12.9,17.75,11.77,54.33,45.62,20410.9,0.51
400,RT16137,TidalCreek,8/16/2016,1.8,3.97,3.12,34.41,30.73,7.66,2.35,23.58,13.66,1.16613397,7.8,0.944482672,52.92,9.51,0.13,0.13,0,0.003028395,0.03,0.000780941,0.000723895,0.01,12,24,0.017391304,0.85,16,41,465.9090909,0.9,3.5,1.84,0.49,3,7.32,0,0,0,0,0,0,0,0.14,0.55,5,82.5,83,83.5,83.5,83,83,83,2.4,11.9,18.7,21.3,29.7,44.5,28.83,28.52,28.82,28.97,28.43,27.34,2.39,4.19,1.58,7.19,1.84,-20.52,1.4,21.93,1.17,44.75,1.12,60.59,-1.82,-1.82,-2.58,-1.82,-0.82,-1.9,-1.62,-0.73,-0.13,1.61,1.43,0.45,0.47,-1.65,-0.57,0.43,44.86,4.012432891,0.678157672,0.056513139,0.00445041,0.536874823,0.621644532,37.60949421,0.02825657,0.81944052,0.536874823,1.554111331,0.113026279,53.23537723,19.75,4.751554111,0.060963549,4.690590562,2.204012433,94.40519921,19.75,44.86,21.1,5.23,1.53,0,63.52,0,8.6,73.65,26.33,2314.2,0.05
