BUFFER_SIZE,StationCode,RT_RO_Other,Date,StationDepth_m,CHANNEL_WIDTH_m,CHANNEL_WIDTH_log,Logger_DO_mean,Logger_Salin_mean,Logger_Temp_mean,Logger_pH_mean,TOC_sediment,SiltClay,Entero_DHEC,Entero_LOG,FecalColiform_DHEC,FecalColiform_LOG,Met_Total,PAH_Total,PCB_Total,DDT_Total,PBDE_Total,ERMQ_DDT_tot,ERMQ_met,ERMQ_PAH_13,ERMQ_PAH_tot,ERMQ_PCB_tot,ERMQ_ALL,trawl_SP_RICH,trawl_ABUNDANCE,trawl_ABUNDANCE_area,trawl_SIMPSON_INDEX,benth_SP_RICH,benth_ABUNDANCE,benth_ABUNDANCE_area,benth_SIMPSON_INDEX,BIBI,AMBI,MAMBI,benth_SENSC_ABUND,benth_SENSC_relABUND,benth_TCSENS_ABUND,benth_TCSENS_relABUND,PRCP_1,PRCP_2,PRCP_3,PRCP_4,PRCP_5,PRCP_6,PRCP_7,DAYS_SINCE_RAIN,TAVG_1,TAVG_2,TAVG_3,TAVG_4,TAVG_5,TAVG_6,TAVG_7,DAYMET_10dPRCP_cm,DAYMET_14dPRCP_cm,DAYMET_30dPRCP_cm,DAYMET_45dPRCP_cm,DAYMET_60dPRCP_cm,DAYMET_90dPRCP_cm,DAYMET_10dTAVG_degC,DAYMET_14dTAVG_degC,DAYMET_30dTAVG_degC,DAYMET_45dTAVG_degC,DAYMET_60dTAVG_degC,DAYMET_90dTAVG_degC,DJF_TAVG_diff,DJF_PRCP_diff,MAM_TAVG_diff,MAM_PRCP_diff,JJA_TAVG_diff,JJA_PRCP_diff,ANN_TAVG_diff,ANN_PRCP_diff,preSON_TAVG_diff,preSON_PRCP_diff,preANN_TAVG_diff,preANN_PRCP_diff,PDSI,PHDI,ZNDX,PMDI,SP01,SP02,SP03,SP06,SP09,SP12,SP24,AMO,AO,NAO,ONI,UPLAND_IMPERV_PRCT,BARREN_LAND_prct,CULTIVATED_CROPS_prct,DEC_FOREST_prct,DEVELOPED_HIGH_prct,DEVELOPED_MED_prct,DEVELOPED_LOW_prct,DEVELOPED_OPEN_prct,EMERGE_HERB_WET_prct,EVE_FOREST_prct,HAY_PASTURE_prct,HERBACEOUS_prct,MIX_FOREST_prct,WATER_prct,SHRUB_SCRUB_prct,WOODY_WET_prct,DEVALLCAT_prct,DEVHIGHCAT_prct,DEVLOWCAT_prct,AGRCAT_prct,FORCAT_prct,MARCAT_prct,WATCAT_prct
2,RT06037,TidalCreek,7/25/2006,1.4,97,4.57,3.73,33.14,30.51,7.27,0.45,7.7,,,17,1.255272505,28.64,0,0,0,0,0,0.01,0,9.62002E-05,0,0.005721179,26,2675,1.938405797,0.03,29,375,4261.363636,0.89,3.5,2.76,0.5,20,5.33,97,25.87,0.19,0.7,0.7,0.7,0.7,0.7,0.7,1,83,84,83.5,84,84,84.5,84.5,2.7,2.7,4.8,18.4,19.5,24.5,28.73,28.73,27.59,27.13,26.62,24.82,-0.25,0.38,-0.22,-17.52,-0.35,-11.25,-0.07,-34.22,0.5,-1.01,-0.43,-4.8,-1.8,-1.8,-2.81,-1.8,-2.93,-0.64,-1,-1.38,-0.77,-0.89,-0.41,0.37,0.1,0.9,0.12,0.63,0.641651555,1.185660483,2.357372018,0,0.013948947,1.115915748,6.123587669,18.73,22.47175338,0.767192077,8.243827591,7.14186079,9.58,12.94462268,36.99260706,7.253452364,0.013948947,7.239503417,2.594504115,90.15204352,18.73,9.58
2,RO14348,OpenWater,7/15/2014,5.2,2171,7.68,6,29.1,28.64,7.75,0.05,2.34,0,0,6.8,0.892094603,36.03,0.56,0.26,0,0,0,0.01,2.73513E-05,0.000174545,0.001453139,0.005688282,11,22,0.007971014,0.83,15,74,840.9090909,0.61,3.5,0.53,0.5,46,62.16,1,1.35,0,0.66,0.71,0.79,0.79,0.79,0.79,1,85,83,82.5,81.5,82,82.5,82.5,3.8,4.2,8.5,12.4,14,25.6,28,27.89,27.97,27.5,26.66,25.18,0.83,-7.04,0.65,7.01,1.05,-3.15,0.55,5.05,0.29,-6.04,0.43,18.03,-1,-1,-0.81,-1,-0.03,-0.82,-0.82,-0.19,-0.08,-0.67,0.69,0.22,-0.48,0.18,0.06,47.5,6.609808102,0,1.945628998,24.54690832,27.39872068,15.8315565,12.57995736,9.93,2.078891258,0.799573561,0.826226013,0.026652452,52.55,1.199360341,6.156716418,80.35714286,51.945629,28.41151386,7.409381663,12.23347548,9.93,52.55
2,RO99310,OpenWater,8/10/1999,5,2174,7.68,5.01,33.64,30.8,7.85,0.14,9.28,,,2,0.477121255,25.11,0,0.93,0,,0,0.01,0,0,0.005166667,0.005672781,15,28,0.010144928,0.81,38,178,2022.727273,0.92,4.5,,,17,9.55,4,2.25,0,0.03,0.03,0.03,0.03,0.03,0.03,1,86.5,87.5,87,87,87,87,86,0,0,12.3,39.2,44.1,52.1,30.13,30.71,29.55,28.86,27.95,26.77,1.42,-1.09,-0.56,-10.93,-0.24,19.21,-0.06,2.15,0.89,-8.89,0.73,3.83,-1.92,-1.92,-1.41,-1.92,-0.35,-0.65,-0.23,-0.79,-0.41,-0.52,1.23,0.3,-0.67,0.39,-1.11,2.72,4.08997955,0,0,0,0.204498978,1.840490798,46.01226994,18.88,35.17382413,0,0.204498978,0,76.23,2.45398773,10.0204499,48.05725971,0.204498978,47.85276074,4.08997955,47.85276074,18.88,76.23
2,RT06033,TidalCreek,7/11/2006,3.4,90,4.49,4.88,36.07,28.7,7.76,0.21,4.64,,,,,23.6,11.58,0,0,0,0,0.01,0.001559238,0.000328831,0,0.005632445,7,12,0.008695652,0.77,90,883,10034.09091,0.96,4.5,,,51,5.78,12,1.36,0,0,0,0,0.05,0.17,0.17,4,77.5,76.5,74.5,75.5,75.5,76.5,76.5,1.7,2.3,7.6,11.4,16.6,23.4,25.28,25.64,25.38,24.96,24.21,22.73,-0.16,-12.99,-0.09,-2.18,-0.2,-16.69,0.15,-26.4,0.21,-25.51,-0.42,-70.94,-0.59,0.69,-1.76,-0.35,-1.72,0.21,0.22,-0.54,-0.12,-0.06,0.27,0.37,0.1,0.9,0.12,0.5,6.398996236,0,0,0,0.125470514,0.941028858,2.823086575,58.79,21.89460477,0,0.878293601,0,25.27,0,66.93851945,3.889585947,0.125470514,3.764115433,6.398996236,89.71141782,58.79,25.27
2,RO08355,OpenWater,7/29/2008,2.1,2475,7.81,6,35.82,29.58,7.94,0.17,6.63,,,4,0.698970004,29.09,4.95,0.11,0,0,0,0.01,0.000239758,0.000285542,0.000666667,0.005614951,7,102,0.036956522,0.26,82,1619,18397.72727,0.9,4.5,,,150,9.26,309,19.09,0,0,0.93,0.95,0.95,0.97,1.62,2,83.5,83,82,82,81.5,81.5,82,5.5,11.1,21.9,28.2,29.4,31.8,28.8,28.39,27.9,27.91,27.99,26.36,1.89,1.01,-0.05,-2.75,0.22,-14.6,0.15,-9.36,0.95,1.8,0.69,-22.77,-3.1,-3.1,-1.29,-3.1,-0.32,-1.05,-1.08,-1.04,-0.9,-0.96,-1.62,0.2,-0.48,-1.27,-0.35,17.33,7.036747459,0,0,0.469116497,6.489444879,31.9781079,35.96559812,13.4,13.44800625,0,1.09460516,0.312744332,73.81,1.876465989,1.329163409,74.9022674,6.958561376,67.94370602,7.036747459,18.06098514,13.4,73.81
2,RT14070,TidalCreek,8/5/2014,1.1,44,3.78,4.98,30.55,28.91,7.46,0.13,7.18,10.33,1.05422991,23,1.380211242,36.87,13.62,0.1,0,0,0,0.01,0.000572548,0.000759365,0.0005689,0.005610468,8,20,0.014492754,0.82,66,1160,13181.81818,0.93,5,,,145,12.5,45,3.88,0.28,0.28,0.77,0.85,0.94,1.15,1.15,2,82,80,79.5,79.5,79.5,80,80,4.6,8.9,21.9,29.8,34.7,41.6,27.9,28.21,28.04,28.17,28.07,27.03,0.87,-7.47,0.28,4.85,0.55,2.94,0.43,6.66,0.32,-15.52,0.35,15.6,-1.54,-1.54,-1.92,-1.54,-0.61,-0.63,-1.16,-0.55,-0.5,-0.97,0.28,0.33,-0.37,-1.68,0.03,1.78,0,0,0.044464206,0,0.177856825,2.712316585,17.34104046,44.06,44.10849266,8.759448644,1.20053357,5.291240551,33.45,1.645175634,18.67496665,20.23121387,0.177856825,20.05335705,8.759448644,70.96487328,44.06,33.45
2,RT00542,TidalCreek,7/12/2000,0.6,24,3.17,3.68,33.66,29.79,7.47,0.2,8.81,,,110,2.045322979,18.98,3.08,0,0.03,,0.000850325,0.01,9.14201E-05,6.89855E-05,0,0.005569613,,,,,23,320,3636.363636,0.85,4,3.55,0.43,22,6.88,118,36.88,1.52,1.81,1.81,1.81,1.81,1.81,1.81,1,82,85,84,84,83,83,84,5.5,11.3,16.3,18.3,18.3,20.6,28.38,27.82,28.01,26.81,26.26,24.1,-0.03,-3.02,0.69,-9.2,-0.17,0.79,-0.54,-12.86,-0.14,16.35,0.14,-11.68,-2.15,-2.15,-1.23,-2.15,-0.17,-0.27,-1.14,-1.34,-1.01,-0.5,-0.93,0.07,-0.64,-1.03,-0.55,0.42,0.439297125,0.938498403,0.079872204,0,0.019968051,0.439297125,8.366613419,36.32,35.60303514,33.26677316,0.53913738,0.599041534,13.6,1.238019169,18.47044728,8.825878594,0.019968051,8.805910543,34.64456869,56.52955272,36.32,13.6
2,RT12031,TidalCreek,7/17/2012,3,169,5.12,2.55,27.83,29.83,7.15,0.17,3.75,58.25,1.772688355,13,1.146128036,26.14,7.31,0.1,0.05,0,0.001171345,0.01,0.000301949,0.000263384,0.000556089,0.005565575,7,14,0.010144928,0.68,22,939,10670.45455,0.81,3.5,3.16,0.43,4,0.43,69,7.35,0,0.68,0.68,0.78,0.83,1.16,1.16,1,81,80.5,79.5,80,78.5,79,79.5,4.2,4.2,7.2,21.4,33.7,46.4,28.23,28.32,27.11,25.95,25.62,24.5,2.17,-10.6,2.42,6.97,-0.41,-2.29,0.92,-19.6,-0.46,-7.62,0.7,-33.24,0.71,-3.32,-0.48,-2.23,-0.19,0.05,0.86,0.41,-0.36,-0.69,-1.81,0.37,0.16,-1.32,0.26,0.18,0.019876764,0,0.53667263,0,0,0.139137348,3.736831644,41.08,50.14907573,0.019876764,6.718346253,9.699860863,8.61,2.226197575,26.79387796,3.875968992,0,3.875968992,0.039753528,96.12403101,41.08,8.61
2,RO06318,OpenWater,8/16/2006,5.8,3393,8.12,6.49,34.81,24.83,7.87,0.02,1.53,,,0,0,16.06,0,0,0,0,0,0.01,0,0,0,0.005529009,3,13,0.004710145,0.14,20,41,465.9090909,0.87,3.5,,,3,7.32,1,2.44,0,0,0.04,0.09,0.38,0.8,1,2,82,81.5,80.5,80,81,81.5,82,4.8,4.8,9,9.7,12.4,22,28.3,28.93,29.03,28.66,28.27,27.35,-0.25,0.38,-0.22,-17.52,-0.35,-11.25,-0.07,-34.22,0.5,-1.01,-0.43,-4.8,-2.13,-2.13,-1.55,-2.13,-0.15,-1.62,-0.71,-1.67,-1.16,-1.11,-0.64,0.4,-0.26,-1.73,0.27,5.26,0.537634409,0,0,0.134408602,3.897849462,6.048387097,7.930107527,7.62,65.59139785,0,5.376344086,2.150537634,84.94,4.435483871,4.032258065,18.01075269,4.032258065,13.97849462,0.537634409,81.58602151,7.62,84.94
2,RO01112,OpenWater,7/11/2001,5.8,649,6.47,3.36,32.62,30.8,7.69,0.12,9.71,,,,,27.42,0,0,0,,0,0.01,0,0,0,0.005463562,6,11,0.003985507,0.72,59,403,4579.545455,0.94,4.5,1.87,0.7,120,29.78,74,18.36,0,0,0,0,0,0,0,7,85.5,85.5,85,84,83,83.5,83,6.9,8.6,16.7,21.9,24.2,25.5,28.55,28.18,27.36,27.26,26.73,24.43,-1.56,-10.48,-0.54,-5.23,-0.61,-5.56,-0.16,-41.4,-1.51,-3.61,-0.82,-26.69,-2.04,-2.04,0.44,-1.79,0.53,0.38,-0.27,-0.38,-0.47,-0.62,-0.86,0.13,-0.03,-0.25,-0.07,13.7,0.898371701,0.505334082,0,1.347557552,6.850084222,22.17855138,25.77203818,33.08,36.27175744,0.056148231,1.459854015,0.84222347,49.11,0.898371701,2.975856261,56.14823133,8.197641774,47.95058956,1.459854015,42.44806289,33.08,49.11
2,RT08069,TidalCreek,7/22/2008,1.5,147,4.99,5.74,30.54,29.79,7.97,0.09,2.77,,,4,0.698970004,26.68,14.42,0,0,0,0,0.01,0.000852755,0.000533131,0,0.005454457,1,1,0.000724638,0,55,787,8943.181818,0.59,4,3.54,0.49,36,4.57,460,58.45,0,0,0.75,0.9,1.01,1.01,2.16,2,81,84,83,82,81.5,80.5,80.5,4.3,10.2,14.9,22.6,24.3,33.4,26.88,26.8,26.48,26.35,25.68,23.89,1.73,-3.3,-0.94,-3.72,-0.05,-5.04,-0.38,-1.27,1.42,-15.54,0.73,-50.58,0.05,-2.21,0.14,-2.09,0.43,-0.31,-0.38,-0.19,-0.47,-0.97,-0.84,0.2,-0.48,-1.27,-0.35,0.18,19.17282936,0,0,0,0,0.273897562,4.163242947,25.12,39.13996165,0,2.382908792,0.465625856,38.37,0.931251712,33.44289236,4.437140509,0,4.437140509,19.17282936,76.36264037,25.12,38.37
2,RO026025,OpenWater,6/26/2002,1.8,369,5.91,5.51,32.67,27.06,7.6,0.2,7.29,,,4,0.698970004,22.71,7.86,0,0.14,,0.003058569,0.01,0.000262413,0.00030184,0,0.005393756,22,130,0.047101449,0.71,59,574,6522.727273,0.9,4.5,1.62,0.73,60,10.45,132,23,0.15,1.5,3.25,4.07,5.97,6.92,7.58,1,81.5,80,79.5,79.5,84,84.5,83,19.9,19.9,22.9,26,26.1,31.7,25.25,26.02,26.16,24.38,24.41,23.36,1.61,-8.76,1.04,-3.02,-0.25,11.4,0.41,25.36,0.04,-15.74,0.11,-27.99,-4.6,-4.6,0.04,-4.53,0.51,-0.03,-0.65,-0.86,-1.85,-1.92,-2.13,-0.11,0.57,0.38,0.65,0,0,0,0,0,0,0,0,55.72,67.04545455,0,0,0,43.4,0,32.95454545,0,0,0,0,100,55.72,43.4
2,RT022157,TidalCreek,6/18/2002,4,144,4.96,4.34,37.19,28.05,7.51,0.37,13.78,,,4,0.698970004,20.37,0,0,0,,0,0.01,0,0,0,0.005377939,10,26,0.01884058,0.75,63,1117,12693.18182,0.89,5,2.65,0.66,170,15.22,312,27.93,0.81,0.81,0.81,0.81,0.81,0.81,0.81,11,73.5,77.5,77.5,79,80.5,81,81,2,5.7,5.7,8.9,9.1,17,26.48,26.43,25.09,24.46,24.35,22.74,1.11,-12.74,1,-7.3,-0.38,0.43,0.27,-1.29,-0.4,-14.22,-0.16,-41.4,-4.6,-4.6,0.04,-4.53,0.51,-0.03,-0.65,-0.86,-1.85,-1.92,-2.13,-0.11,0.57,0.38,0.65,1.6,0.294406281,0.441609421,0.343473994,0,0,2.158979392,26.05495584,49.44,22.2767419,3.581943081,5.8390579,12.90480864,30.18,2.109911678,23.99411187,28.21393523,0,28.21393523,4.317958783,67.46810599,49.44,30.18
2,RT11001,TidalCreek,8/10/2011,2.1,37,3.61,4.8,36.98,29.21,7.78,0.07,4.76,3.33,0.636487896,2,0.477121255,33.75,0,0.06,0,0,0,0.01,0,5.29125E-05,0.000354639,0.005321823,9,40,0.028985507,0.31,36,291,3306.818182,0.87,4,1.46,0.6,103,35.4,13,4.47,0,0,0,0.47,0.48,0.5,0.5,3,87,88,87,86.5,86,87,86.5,0.7,3.1,17.9,19.4,23.8,24,29.3,29.14,28.63,28.29,28.18,27.01,-2.84,-9.82,0.48,-12.04,0.44,-20.87,-0.11,-65.5,-0.48,1.1,-0.96,-30.05,-3.27,-3.27,-0.7,-3.27,0.42,-0.27,-1.3,-0.9,-1.4,-1.14,-0.57,0.14,-1.06,-1.35,-0.65,0,86.29032258,0,0,0,0,0,0,46.2,11.49193548,0,1.209677419,0,48.84,1.008064516,0,0,0,0,86.29032258,13.70967742,46.2,48.84
2,RT00517,TidalCreek,6/20/2000,1.2,57,4.04,4.16,35.9,29.51,7.7,0.05,3.05,,,2,0.477121255,46.25,0,0.12,0,,0,0.01,0,0,0.000716667,0.005307224,8,32,0.023188406,0.67,24,314,3568.181818,0.9,4,1.5,0.57,75,23.89,35,11.15,0,0.83,0.83,0.83,0.83,0.83,0.83,1,84,83,83,83.5,83.5,83.5,83,3.6,3.6,6.6,6.6,10.9,15.2,28.3,27.09,26.57,24.97,23.31,21.12,-0.4,-8.16,0.28,-4.26,-0.36,-12.89,-0.82,-26.69,-0.15,-4.09,-0.06,2.15,-1.94,-1.94,-1.24,-1.94,-0.04,-1.26,-1.32,-0.84,-0.66,-0.54,-0.79,-0.01,0.58,-0.03,-0.64,0,1.280558789,0,0,0,0,0,0,55.7,60.1862631,0,0,0,35.71,0,38.41676368,0,0,0,1.280558789,98.60302678,55.7,35.71
2,RT99037,TidalCreek,8/24/1999,2,109,4.69,3.06,20.35,29.26,7.12,0.37,5.49,,,60,1.785329835,26.9,0,0,0,,0,0.01,0,0.000066753,0,0.00527853,2,2,0.001449275,0.5,8,62,704.5454545,0.68,2.5,2.97,0.32,3,4.84,10,16.13,0,0,0,0,0,0,0,9,81.5,81.5,81.5,82.5,83,83,83.5,1.2,1.2,2.6,14.5,22.3,24.1,28.13,28.52,29.09,28.62,28.05,26.58,2.24,3.89,-0.5,-1.62,-0.04,-25.74,0.14,-11.68,1.23,11.71,1.11,42.39,-1.92,-1.92,-1.41,-1.92,-0.35,-0.65,-0.23,-0.79,-0.41,-0.52,1.23,0.3,-0.67,0.39,-1.11,0.27,0,0,0,0,0,0.448717949,2.371794872,70.99,33.3974359,0,0,0,13.41,1.346153846,62.43589744,2.820512821,0,2.820512821,0,97.17948718,70.99,13.41
2,RO01115,OpenWater,8/21/2001,10.4,6654,8.8,4.73,32.02,29.53,7.65,0.12,4.84,,,0,0,18.34,0,0.15,0,,0,0.01,0,0,0.000841667,0.005278091,4,16,0.005797101,0.41,14,630,7159.090909,0.42,2.5,,,2,0.32,2,0.32,0.18,1.96,2.18,3.43,3.43,3.43,3.43,1,84,83.5,83.5,84,84.5,85,84,12.7,12.7,17.4,22,31,45.9,28.35,28.86,28.21,28.01,27.78,27.41,-1.48,-9.5,-0.26,-2.63,-0.51,2.27,0.11,-27.99,-1.15,-1.71,-0.54,-12.86,-2.54,-2.54,-2.11,-2.54,-0.87,-0.31,-0.25,-0.54,-1.03,-0.7,-0.95,0.17,0.52,-0.07,-0.13,0.94,0.448430493,0,0,0,0,0.448430493,30.04484305,10.16,38.11659193,0.448430493,13.0044843,11.65919283,87.61,3.587443946,2.242152466,30.49327354,0,30.49327354,0.896860987,68.60986547,10.16,87.61
2,RO036033,OpenWater,6/25/2003,4.1,128,4.85,5.1,29.69,29.72,7.6,0.07,3.61,,,2,0.477121255,35.39,0,1.36,0,0,0,0.01,0,0,0.007568518,0.005277659,14,57,0.020652174,0.8,64,1390,15795.45455,0.93,5,,,378,27.19,118,8.49,0,0,0,0,0,0,1.14,6,80.5,79.5,79,78,78.5,79.5,79,1.4,2.7,11.7,27.4,29.1,42.4,26.8,27.07,26.24,25.36,25.13,22.92,-1.55,-4.25,0.52,26.09,-0.33,-10.37,-0.16,-0.55,0.57,9.74,0.27,-1.29,2.81,2.81,1.68,2.81,0.76,1.25,1.72,1.13,1.61,1.49,0,0.2,-0.1,-0.07,-0.16,1.39,0.820707071,0.189393939,2.746212121,0.031565657,0.315656566,1.609848485,16.91919192,38.93,37.05808081,11.90025253,7.26010101,10.03787879,29.39,0.789141414,10.35353535,18.87626263,0.347222222,18.5290404,12.91035354,68.24494949,38.93,29.39
2,RO15364,OpenWater,7/21/2015,6.7,254,5.53,5.58,36.66,30.01,7.88,0.45,5.61,13.66,1.16613397,2,0.477121255,29.91,2.8,0.22,0.02,0,0.00048859,0.01,8.12845E-05,0.000187478,0.001227911,0.005266587,6,14,0.005072464,0.76,18,74,840.9090909,0.86,4,,,19,25.68,8,10.81,0,0.58,0.58,0.58,0.58,0.58,0.58,1,84.5,85,84.5,84,84,84.5,84.5,3.1,3.1,11,11.2,14.5,22.2,29.28,29.34,28.45,28.63,27.71,25.67,-0.58,3.91,1.07,-5.96,0.83,18.53,1.12,60.59,0.25,5.09,0.55,5.05,-1.91,-1.91,-2.45,-1.91,-1.03,-0.97,-1.5,-0.52,0.24,0.13,-0.36,0.13,-1.1,-3.18,1.54,23.03,19.65495995,0,0,3.265557609,14.29451633,29.63647566,12.07640173,45.31,16.57424522,0,0.369685767,0,38.46,1.540357363,2.58780037,59.27295132,17.56007394,41.71287739,19.65495995,21.07208872,45.31,38.46
2,RO026027,OpenWater,6/26/2002,4,5022,8.52,5.6,33.71,27.01,7.73,0.21,8.15,,,2,0.477121255,25.03,0,0,0,,0,0.01,0,0.000136632,0,0.005222592,21,595,0.21557971,0.76,51,1168,13272.72727,0.67,4,3.36,0.52,38,3.25,634,54.28,0.15,1.5,3.25,4.07,5.97,6.92,7.58,1,81.5,80,79.5,79.5,84,84.5,83,19.9,19.9,22.9,26,26.1,31.7,25.25,26.02,26.16,24.38,24.41,23.36,1.61,-8.76,1.04,-3.02,-0.25,11.4,0.41,25.36,0.04,-15.74,0.11,-27.99,-4.6,-4.6,0.04,-4.53,0.51,-0.03,-0.65,-0.86,-1.85,-1.92,-2.13,-0.11,0.57,0.38,0.65,0,0,0,0,0,0,0,0,29.19,0,0,0,0,70.81,0,0,0,0,0,0,0,29.19,70.81
2,RT01655,TidalCreek,7/18/2001,1.2,57,4.04,4.08,36.59,29.04,7.95,0.31,11.33,,,4,0.698970004,28.48,26.36,0,0,,0,0.01,0.00072207,0.000988346,0,0.005222488,9,85,0.061594203,0.17,26,67,761.3636364,0.91,3.5,1.57,0.55,4,5.97,0,0,0,0,0,0,0,1.77,1.77,5,78,77.5,76,76,75.5,75.5,76,3.7,4.2,11.4,16.8,22.2,24.3,25.8,25.84,25.64,25.71,25.21,23.03,-1.97,-9.14,-1.03,0.89,-1.22,-1.23,-0.72,-41.39,-2.13,11.49,-1.42,1.35,-1.35,-1.35,-0.92,-1.35,-0.38,-0.08,-0.46,-0.51,-0.94,-0.59,0.16,0.13,-0.03,-0.25,-0.07,8.81,3.351468988,0,0.087051143,0.195865071,2.459194777,17.75843308,17.19260065,26.08,35.19042437,0.304678999,1.89336235,1.610446137,27.97,3.982589771,15.97388466,37.60609358,2.655059848,34.95103373,3.656147987,58.73775843,26.08,27.97
2,RO09374,OpenWater,7/29/2009,7.6,890,6.79,6.06,33.17,28.73,7.91,0.08,2.47,0,0,2,0.477121255,19.7,0,0.63,0,0,0,0.01,0,0,0.0035396,0.005189796,3,8,0.002898551,0.46,16,45,511.3636364,0.86,3.5,1.14,0.49,5,11.11,0,0,0,0.1,0.1,0.1,0.12,0.12,0.12,1,80.5,81.5,82,82.5,82.5,82,82,0.7,1,7.6,13.3,21.6,37.5,28,28.05,27.83,28.32,28,26.49,0.73,-16.55,0.09,28.71,-0.05,1.82,0.05,33.43,-0.87,14.61,0.29,-1.68,-0.52,0.6,-0.61,-0.43,-0.2,-0.62,0.13,0.28,-0.15,0.64,-0.13,0.22,-1.35,-2.15,0.47,0,17.23076923,0,0,0,0,0,0,49.42,54.92307692,0,0.461538462,0,37.58,0,27.23076923,0,0,0,17.23076923,82.61538462,49.42,37.58
2,RO00059,OpenWater,8/1/2000,4.9,269,5.59,4.62,27.06,30.36,7.53,0.33,11.88,,,2,0.477121255,40.71,9.3,0.46,0,,0,0.01,0.000203214,0.000207626,0.002583333,0.005180825,6,40,0.014492754,0.34,67,1529,17375,0.87,5,,,213,13.93,458,29.95,0.11,0.11,0.36,0.96,0.96,0.99,0.99,2,80,80.5,79.5,80,80,80,80,10.9,10.9,15.6,20.2,25.3,26.8,26.55,27.63,28.27,28.06,27.72,26.31,-0.4,-8.16,0.28,-4.26,-0.36,-12.89,-0.82,-26.69,-0.15,-4.09,-0.06,2.15,-2.55,-2.55,-1.86,-2.55,-0.63,-0.75,-0.7,-1.31,-1.19,-0.58,-0.8,0.1,0.14,-0.29,-0.51,8.18,0.48951049,0,0.034965035,0.716783217,3.391608392,11.25874126,38.09440559,17.74,38.1993007,0.192307692,2.63986014,1.923076923,25.06,0.384615385,2.674825175,53.46153846,4.108391608,49.35314685,0.681818182,45.85664336,17.74,25.06
2,RO15371,OpenWater,8/4/2015,3,1906,7.55,4.45,31.14,29.97,7.41,0.34,9.12,6.66,0.88422877,0,0,28.53,8.41,0.22,0.06,0,0.001346117,0.01,0.000275283,0.000428748,0.001274811,0.005146383,1,2,0.000724638,0,13,106,1204.545455,0.74,3,2.38,0.39,12,11.32,51,48.11,0.02,0.72,1.58,1.59,1.59,1.59,1.59,1,84.5,83,82.5,82.5,82.5,83.5,83.5,4.8,8.8,11.8,22.3,30.1,36.6,28.1,28.3,28.55,28.38,28.32,26.96,-0.18,5.47,1.48,-0.01,0.52,1.86,1.15,-0.79,0.17,2.16,0.43,6.66,0.23,-1.48,0.7,-1.08,0.94,0.14,-0.12,-0.32,0.13,0.63,-0.12,0.17,-0.68,-0.76,1.83,0.44,0,0,3.416149068,0,0,0.310559006,8.307453416,29.52,34.7826087,6.754658385,0.310559006,7.453416149,57.6,2.950310559,35.63664596,8.618012422,0,8.618012422,6.754658385,84.54968944,29.52,57.6
2,RO00057,OpenWater,8/15/2000,6.1,216,5.37,3.93,32.55,29.82,7.34,0.22,7.5,,,13,1.146128036,23.82,0,0,0.15,,0.003449024,0.01,0,0,0,0.005135694,12,110,0.039855072,0.34,24,460,5227.272727,0.68,3.5,,,266,57.83,148,32.17,0,0,0,0.45,1.62,1.62,1.62,,84,82,82,81.5,82,82.5,83,3.3,5.2,12.9,25.4,35.2,36.6,28.18,28,27.91,28.12,28.06,27.23,-0.03,-3.02,0.69,-9.2,-0.17,0.79,-0.54,-12.86,-0.14,16.35,0.14,-11.68,-2.55,-2.55,-1.86,-2.55,-0.63,-0.75,-0.7,-1.31,-1.19,-0.58,-0.8,0.1,0.14,-0.29,-0.51,2.01,0.347031963,0.01826484,0.98630137,0.091324201,0.803652968,2.831050228,9.844748858,32.43,53.78995434,14.48401826,0.347031963,0.712328767,12.82,2.246575342,13.51598174,13.57077626,0.894977169,12.67579909,14.84931507,71.59817352,32.43,12.82
2,RO09369,OpenWater,7/22/2009,4.3,768,6.64,,25.65,23.29,7.68,0.14,7.82,0,0,0,0,23.82,2.96,1.43,0.03,0,0.000840586,0.01,4.47941E-05,6.63031E-05,0.007957811,0.005122347,4,7,0.002536232,0.69,42,292,3318.181818,0.86,4.5,,,112,38.36,71,24.32,0,0,0,0,0.08,0.08,0.17,4,81,79.5,79,79,79,80,80.5,1.1,4.8,7.8,11.5,20.5,38.3,27.53,27.07,28.11,28.25,27.63,26.07,0.73,-16.55,0.09,28.71,-0.05,1.82,0.05,33.43,-0.87,14.61,0.29,-1.68,-0.52,0.6,-0.61,-0.43,-0.2,-0.62,0.13,0.28,-0.15,0.64,-0.13,0.22,-1.35,-2.15,0.47,0.54,1.015228426,0,0.456852792,0,0.050761421,0.558375635,11.62436548,48.2,70.40609137,0.152284264,0.355329949,6.649746193,32.1,1.370558376,7.411167513,12.23350254,0.050761421,12.18274112,1.16751269,86.64974619,48.2,32.1
